# gruntz match baseline - generated by scripts/match_status.py. DO NOT hand-edit.
#   units rows:     unit  n_functions  matched   (matched = at 100% fuzzy now;
#                    the README's per-module 'exact' uses objdiff's byte-exact count)
#   function rows:  unit  function  best_pct  cur_pct  tries  src_hash
#   best_pct = best-ever (max) objdiff fuzzy% - the REGRESSION gate (may be 100%).
#   cur_pct  = fuzzy% at THIS commit - `diff <revA> [<revB>]` two commits to see
#              the moves (e.g. unit 5->10 fns, a fn 10%->40%) while best_pct holds.
#   tries    = times this function's source fingerprint changed (how much it has
#              been worked on - high = hard to match).
#   src_hash = per-function source fingerprint (editing a fn bumps tries + resets best).
# Query: scripts/match_status.py check | status | summary | diff <revA> [<revB>]
# [units]	unit	n_functions	matched
adler32	1	1
engine_label_stubs	??0UnknownSalazar@@QAE@XZ	4.3750	4.3750	1	cpp:45e65336d4b5
engine_label_stubs	??0UnknownVoldemort@@QAE@XZ	14.0000	14.0000	1	cpp:45e65336d4b5
engine_label_stubs	??1CDDrawMapHolder@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	??1CDDrawSubMgr@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	??1CDDrawSubMgrLeaf@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	??1CDDrawWorkerCache@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	??1CGruntzCommand@@QAE@XZ	3.3333	3.3333	1	cpp:45e65336d4b5
engine_label_stubs	??1CGruntzMapMgr@@QAE@XZ	2.0833	2.0833	1	cpp:45e65336d4b5
engine_label_stubs	??1CGruntzMgr@@QAE@XZ	2.5000	2.5000	1	cpp:45e65336d4b5
engine_label_stubs	??1CRandomAmbientSound@@QAE@XZ	0.6349	0.6349	1	cpp:45e65336d4b5
engine_label_stubs	??1CSBI_Image@@QAE@XZ	0.1126	0.1126	1	cpp:45e65336d4b5
engine_label_stubs	??1CSBI_SideTab@@QAE@XZ	0.9804	0.9804	1	cpp:45e65336d4b5
engine_label_stubs	??1UnknownClassArrays@@QAE@XZ	3.5714	3.5714	1	cpp:45e65336d4b5
engine_label_stubs	??1UnknownClassInCGruntzMgr@@QAE@XZ	4.5455	4.5455	1	cpp:45e65336d4b5
engine_label_stubs	??1UnknownSalazar@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	??1UnknownVoldemort@@QAE@XZ	3.6364	3.6364	1	cpp:45e65336d4b5
engine_label_stubs	?BootyState_OnActivate2_vfunc8@EngineLabelBacklog@@YAXXZ	1.0753	1.0753	1	cpp:45e65336d4b5
engine_label_stubs	?BuildAnizKeyTable@EngineLabelBacklog@@YAXXZ	0.2210	0.2210	1	cpp:45e65336d4b5
engine_label_stubs	?BuildAssetNamespacePrefixes@EngineLabelBacklog@@YAXXZ	0.1173	0.1173	1	cpp:45e65336d4b5
engine_label_stubs	?BuildBootyGruntIdleAnimation@EngineLabelBacklog@@YAXXZ	0.3058	0.3058	1	cpp:45e65336d4b5
engine_label_stubs	?BuildBootyPerfectAnimation@EngineLabelBacklog@@YAXXZ	3.7037	3.7037	1	cpp:45e65336d4b5
engine_label_stubs	?BuildBootyWalkingGruntz@EngineLabelBacklog@@YAXXZ	0.6579	0.6579	1	cpp:45e65336d4b5
engine_label_stubs	?BuildFortSplashParticles@EngineLabelBacklog@@YAXXZ	1.1905	1.1905	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGameTabPauseButton@EngineLabelBacklog@@YAXXZ	6.2500	6.2500	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGameTabResumeButton@EngineLabelBacklog@@YAXXZ	1.4286	1.4286	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntExitAnimation@EngineLabelBacklog@@YAXXZ	0.4630	0.4630	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntLoseItemAnimation@EngineLabelBacklog@@YAXXZ	0.8065	0.8065	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntNamespaceList@EngineLabelBacklog@@YAXXZ	0.2286	0.2286	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntSprintAnimation@EngineLabelBacklog@@YAXXZ	0.7246	0.7246	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntTypeNameTable@EngineLabelBacklog@@YAXXZ	0.2837	0.2837	1	cpp:45e65336d4b5
engine_label_stubs	?BuildGruntzCrcInfo@EngineLabelBacklog@@YAXXZ	0.6098	0.6098	1	cpp:45e65336d4b5
engine_label_stubs	?BuildLevelRezPath@EngineLabelBacklog@@YAXXZ	0.1493	0.1493	1	cpp:45e65336d4b5
engine_label_stubs	?BuildLevelTitleString@EngineLabelBacklog@@YAXXZ	0.5000	0.5000	1	cpp:45e65336d4b5
engine_label_stubs	?BuildMoviePath@CGruntzMgr@@QAEXXZ	0.3150	0.3150	1	cpp:45e65336d4b5
engine_label_stubs	?BuildMultiplayerTabStatusBar@EngineLabelBacklog@@YAXXZ	0.2210	0.2210	1	cpp:45e65336d4b5
engine_label_stubs	?BuildMusicCategoryTable@EngineLabelBacklog@@YAXXZ	0.2667	0.2667	1	cpp:45e65336d4b5
engine_label_stubs	?BuildNamedGruntTable@EngineLabelBacklog@@YAXXZ	7.6923	7.6923	1	cpp:45e65336d4b5
engine_label_stubs	?BuildPowerupIconKeys@EngineLabelBacklog@@YAXXZ	0.1688	0.1688	1	cpp:45e65336d4b5
engine_label_stubs	?BuildResourceTabStatusBar@EngineLabelBacklog@@YAXXZ	0.2963	0.2963	1	cpp:45e65336d4b5
engine_label_stubs	?BuildRockBreakInGameText@EngineLabelBacklog@@YAXXZ	0.5464	0.5464	1	cpp:45e65336d4b5
engine_label_stubs	?BuildRockBreakParticles@EngineLabelBacklog@@YAXXZ	0.1338	0.1338	1	cpp:45e65336d4b5
engine_label_stubs	?BuildSoundFontPath@EngineLabelBacklog@@YAXXZ	1.0989	1.0989	1	cpp:45e65336d4b5
engine_label_stubs	?BuildSpriteImageKeyTable@EngineLabelBacklog@@YAXXZ	0.2083	0.2083	1	cpp:45e65336d4b5
engine_label_stubs	?BuildStatzTabSmallSprite@EngineLabelBacklog@@YAXXZ	1.0101	1.0101	1	cpp:45e65336d4b5
engine_label_stubs	?BuildStatzTabSmall_vfunc1@EngineLabelBacklog@@YAXXZ	0.4255	0.4255	1	cpp:45e65336d4b5
engine_label_stubs	?BuildStatzTabStatusBar@EngineLabelBacklog@@YAXXZ	0.2985	0.2985	1	cpp:45e65336d4b5
engine_label_stubs	?BuildToolToyColorKey@EngineLabelBacklog@@YAXXZ	0.1223	0.1223	1	cpp:45e65336d4b5
engine_label_stubs	?BuildVersionString@EngineLabelBacklog@@YAXXZ	0.6452	0.6452	1	cpp:45e65336d4b5
engine_label_stubs	?BuildVoiceSoundList@EngineLabelBacklog@@YAXXZ	0.2094	0.2094	1	cpp:45e65336d4b5
engine_label_stubs	?BuildWarlordNameTable@EngineLabelBacklog@@YAXXZ	0.3200	0.3200	1	cpp:45e65336d4b5
engine_label_stubs	?BuildWarpStoneGlitterAnimation@EngineLabelBacklog@@YAXXZ	0.9804	0.9804	1	cpp:45e65336d4b5
engine_label_stubs	?BuildWorldLevelKey@EngineLabelBacklog@@YAXXZ	0.5714	0.5714	1	cpp:45e65336d4b5
engine_label_stubs	?BuildWorldLevelPath@EngineLabelBacklog@@YAXXZ	0.1794	0.1794	1	cpp:45e65336d4b5
engine_label_stubs	?CGruntHealthSprite_011ef0@CGruntHealthSprite@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CGruntHealthSprite_07eb00@CGruntHealthSprite@@QAEXXZ	0.4301	0.4301	1	cpp:45e65336d4b5
engine_label_stubs	?CGruntzCommand_0242f0@CGruntzCommand@@QAEXXZ	50.0000	50.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CGruntzCommand_024430@CGruntzCommand@@QAEXXZ	50.0000	50.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CPathHazard_013170@CPathHazard@@QAEXXZ	3.2258	3.2258	1	cpp:45e65336d4b5
engine_label_stubs	?CPathHazard_0b35a0@CPathHazard@@QAEXXZ	0.1504	0.1504	1	cpp:45e65336d4b5
engine_label_stubs	?CProjectile_0126e0@CProjectile@@QAEXXZ	0.9434	0.9434	1	cpp:45e65336d4b5
engine_label_stubs	?CProjectile_0dec60@CProjectile@@QAEXXZ	0.2532	0.2532	1	cpp:45e65336d4b5
engine_label_stubs	?CSecretLevelTrigger_010b20@CSecretLevelTrigger@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CSecretLevelTrigger_0424b0@CSecretLevelTrigger@@QAEXXZ	0.3390	0.3390	1	cpp:45e65336d4b5
engine_label_stubs	?CTileTriggerSwitchLogic_115f60@CTileTriggerSwitchLogic@@QAEXXZ	0.2198	0.2198	1	cpp:45e65336d4b5
engine_label_stubs	?CTileTriggerSwitchLogic_116320@CTileTriggerSwitchLogic@@QAEXXZ	0.9302	0.9302	1	cpp:45e65336d4b5
engine_label_stubs	?CTileTrigger_011160@CTileTrigger@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CTileTrigger_10e220@CTileTrigger@@QAEXXZ	0.3704	0.3704	1	cpp:45e65336d4b5
engine_label_stubs	?CUserLogic_0138d0@CUserLogic@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CUserLogic_058cd0@CUserLogic@@QAEXXZ	0.3571	0.3571	1	cpp:45e65336d4b5
engine_label_stubs	?CVoiceTrigger_013470@CVoiceTrigger@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?CVoiceTrigger_119b50@CVoiceTrigger@@QAEXXZ	0.3333	0.3333	1	cpp:45e65336d4b5
engine_label_stubs	?CheckCdRomRegistry@EngineLabelBacklog@@YAXXZ	0.9524	0.9524	1	cpp:45e65336d4b5
engine_label_stubs	?CheckWarpLetterBonus@EngineLabelBacklog@@YAXXZ	0.2849	0.2849	1	cpp:45e65336d4b5
engine_label_stubs	?ClearUnknownMap@CDDrawMapHolder@@QAEXXZ	2.0408	2.0408	1	cpp:45e65336d4b5
engine_label_stubs	?Constructor_156e10@CDDrawSubMgrBase@@QAEXXZ	4.1667	4.1667	1	cpp:45e65336d4b5
engine_label_stubs	?Constructor_157630@CDDrawSubMgr@@QAEXXZ	3.3333	3.3333	1	cpp:45e65336d4b5
engine_label_stubs	?CreateGameObjectByName@EngineLabelBacklog@@YAXXZ	0.1996	0.1996	1	cpp:45e65336d4b5
engine_label_stubs	?DebugPrintf@EngineLabelBacklog@@YAXXZ	0.8696	0.8696	1	cpp:45e65336d4b5
engine_label_stubs	?DrawBattleStats@EngineLabelBacklog@@YAXXZ	0.2445	0.2445	1	cpp:45e65336d4b5
engine_label_stubs	?DrawDebugStats@EngineLabelBacklog@@YAXXZ	0.3390	0.3390	1	cpp:45e65336d4b5
engine_label_stubs	?DrawSaveGameMenu@EngineLabelBacklog@@YAXXZ	0.3436	0.3436	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_08dd80@CDirectDrawMgr@@QAEXXZ	5.0000	5.0000	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_08ddd0@CDirectDrawMgr@@QAEXXZ	1.1765	1.1765	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_132f80@DirectInputMgr2@@QAEXXZ	1.8182	1.8182	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_134cb0@DirectInputMgr2@@QAEXXZ	0.6061	0.6061	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_134eb0@DirectInputMgr2@@QAEXXZ	1.9048	1.9048	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_134ef0@DirectInputMgr2@@QAEXXZ	1.8182	1.8182	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_134f30@DirectInputMgr2@@QAEXXZ	1.7391	1.7391	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_134fb0@DirectInputMgr2@@QAEXXZ	6.6667	6.6667	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1351d0@DirectSoundMgr@@QAEXXZ	0.3922	0.3922	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135310@DirectSoundMgr@@QAEXXZ	5.8824	5.8824	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135380@DirectSoundMgr@@QAEXXZ	2.3810	2.3810	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1353f0@DirectSoundMgr@@QAEXXZ	2.9412	2.9412	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135440@DirectSoundMgr@@QAEXXZ	2.9412	2.9412	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135560@DirectSoundMgr@@QAEXXZ	1.2903	1.2903	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1355f0@DirectSoundMgr@@QAEXXZ	3.4483	3.4483	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135740@DirectSoundMgr@@QAEXXZ	1.2903	1.2903	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1357f0@DirectSoundMgr@@QAEXXZ	3.4483	3.4483	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135880@DirectSoundMgr@@QAEXXZ	0.9756	0.9756	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1359c0@DirectSoundMgr@@QAEXXZ	1.2903	1.2903	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135a20@DirectSoundMgr@@QAEXXZ	1.4815	1.4815	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135a70@DirectSoundMgr@@QAEXXZ	1.6000	1.6000	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135ac0@DirectSoundMgr@@QAEXXZ	1.3793	1.3793	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_135f40@DirectSoundMgr@@QAEXXZ	0.2721	0.2721	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_1365f0@DirectSoundMgr@@QAEXXZ	1.1111	1.1111	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_137260@DirectSoundMgr@@QAEXXZ	2.0408	2.0408	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13e140@CDirectDrawMgr@@QAEXXZ	0.5128	0.5128	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13e690@CDirectDrawMgr@@QAEXXZ	2.2222	2.2222	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13e6d0@CDirectDrawMgr@@QAEXXZ	0.6897	0.6897	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13e850@CDirectDrawMgr@@QAEXXZ	0.5970	0.5970	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13eaa0@CDirectDrawMgr@@QAEXXZ	1.7391	1.7391	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13ee60@CDirectDrawMgr@@QAEXXZ	0.6897	0.6897	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13eef0@CDirectDrawMgr@@QAEXXZ	0.5970	0.5970	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13ef90@CDirectDrawMgr@@QAEXXZ	0.6557	0.6557	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_13fa60@CDirectDrawMgr@@QAEXXZ	4.3478	4.3478	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_147390@CDirectDrawMgr@@QAEXXZ	0.9091	0.9091	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_147c30@CDirectDrawMgr@@QAEXXZ	3.4483	3.4483	1	cpp:45e65336d4b5
engine_label_stubs	?ErrorThunk_147cd0@CDirectDrawMgr@@QAEXXZ	0.8333	0.8333	1	cpp:45e65336d4b5
engine_label_stubs	?FormatGameInfoString@EngineLabelBacklog@@YAXXZ	0.5208	0.5208	1	cpp:45e65336d4b5
engine_label_stubs	?FreeArrays@UnknownClassArrays@@QAEXXZ	1.7857	1.7857	1	cpp:45e65336d4b5
engine_label_stubs	?GetErrorString@CDirectDrawMgr@@QAEXXZ	0.1626	0.1626	1	cpp:45e65336d4b5
engine_label_stubs	?GetErrorString@DirectInputMgr2@@QAEXXZ	0.2045	0.2045	1	cpp:45e65336d4b5
engine_label_stubs	?GetErrorString@DirectSoundMgr@@QAEXXZ	0.3968	0.3968	1	cpp:45e65336d4b5
engine_label_stubs	?GetGruntzDriveLetter@CGruntzMgr@@QAEXXZ	7.6923	7.6923	1	cpp:45e65336d4b5
engine_label_stubs	?HandleFortConquered@EngineLabelBacklog@@YAXXZ	0.2710	0.2710	1	cpp:45e65336d4b5
engine_label_stubs	?Init@RezSync@@QAEXXZ	0.0225	0.0225	1	cpp:45e65336d4b5
engine_label_stubs	?InitAttractTitle@EngineLabelBacklog@@YAXXZ	0.9901	0.9901	1	cpp:45e65336d4b5
engine_label_stubs	?InitCFileIOMember@CGruntzMgr@@QAEXXZ	3.0303	3.0303	1	cpp:45e65336d4b5
engine_label_stubs	?InitializeLobbyConnectionSettings@CGruntzMgr@@QAEXXZ	0.7353	0.7353	1	cpp:45e65336d4b5
engine_label_stubs	?LaunchPortalExe@EngineLabelBacklog@@YAXXZ	0.3008	0.3008	1	cpp:45e65336d4b5
engine_label_stubs	?LegacyFindModule@EngineLabelBacklog@@YAXXZ	0.8333	0.8333	1	cpp:45e65336d4b5
engine_label_stubs	?LoadActionOptionsMenuBar@EngineLabelBacklog@@YAXXZ	1.0638	1.0638	1	cpp:45e65336d4b5
engine_label_stubs	?LoadActionTileSprites@EngineLabelBacklog@@YAXXZ	0.9302	0.9302	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAreaLevelTable@EngineLabelBacklog@@YAXXZ	0.0517	0.0517	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAssets@CHelpState@@QAEXXZ	0.9302	0.9302	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes2@CStaticHazard@@QAEXXZ	1.7857	1.7857	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes2@CWarlord@@QAEXXZ	1.2346	1.2346	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CBrickz@@QAEXXZ	0.0596	0.0596	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CDroppedObjectShadow@@QAEXXZ	0.4444	0.4444	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CStaticHazard@@QAEXXZ	0.3774	0.3774	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CTeleporter@@QAEXXZ	0.4274	0.4274	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CTimeBomb@@QAEXXZ	0.7246	0.7246	1	cpp:45e65336d4b5
engine_label_stubs	?LoadAttributes@CWarlord@@QAEXXZ	1.5385	1.5385	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBattlezItemConfig@EngineLabelBacklog@@YAXXZ	0.1238	0.1238	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBattlezMapConfig@EngineLabelBacklog@@YAXXZ	0.0667	0.0667	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBombGruntRunConfig2@EngineLabelBacklog@@YAXXZ	0.4762	0.4762	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBombGruntRunConfig@EngineLabelBacklog@@YAXXZ	0.1569	0.1569	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBootyCheatState@EngineLabelBacklog@@YAXXZ	0.1515	0.1515	1	cpp:45e65336d4b5
engine_label_stubs	?LoadBridgeMoveSprites@EngineLabelBacklog@@YAXXZ	0.2614	0.2614	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCameraSprite@EngineLabelBacklog@@YAXXZ	2.0000	2.0000	1	cpp:45e65336d4b5
engine_label_stubs	?LoadChatBoxSprite@EngineLabelBacklog@@YAXXZ	0.2857	0.2857	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCheatConfig@EngineLabelBacklog@@YAXXZ	0.8065	0.8065	1	cpp:45e65336d4b5
engine_label_stubs	?LoadChipMachineConfig@EngineLabelBacklog@@YAXXZ	0.2066	0.2066	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCreditzAssets2@EngineLabelBacklog@@YAXXZ	1.1364	1.1364	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCreditzStateAssets@EngineLabelBacklog@@YAXXZ	0.2963	0.2963	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCursorSprites@EngineLabelBacklog@@YAXXZ	0.0666	0.0666	1	cpp:45e65336d4b5
engine_label_stubs	?LoadCustomWorldInfo@EngineLabelBacklog@@YAXXZ	1.0526	1.0526	1	cpp:45e65336d4b5
engine_label_stubs	?LoadDestructButtonSprite@EngineLabelBacklog@@YAXXZ	0.3670	0.3670	1	cpp:45e65336d4b5
engine_label_stubs	?LoadDroppedObjectEffects@EngineLabelBacklog@@YAXXZ	0.6289	0.6289	1	cpp:45e65336d4b5
engine_label_stubs	?LoadExplosionSprites@EngineLabelBacklog@@YAXXZ	0.7273	0.7273	1	cpp:45e65336d4b5
engine_label_stubs	?LoadFinishLevelSprite@EngineLabelBacklog@@YAXXZ	0.3922	0.3922	1	cpp:45e65336d4b5
engine_label_stubs	?LoadFreezeSpellAssets@EngineLabelBacklog@@YAXXZ	0.7463	0.7463	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGameAssetNamespaces@EngineLabelBacklog@@YAXXZ	0.2210	0.2210	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGooCookingSprite@EngineLabelBacklog@@YAXXZ	0.4762	0.4762	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntAbilityTuning@EngineLabelBacklog@@YAXXZ	0.1015	0.1015	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntCombatAnimations@EngineLabelBacklog@@YAXXZ	0.0311	0.0311	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntCombatTuning@EngineLabelBacklog@@YAXXZ	0.1460	0.1460	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntDeathAnimations@EngineLabelBacklog@@YAXXZ	0.0406	0.0406	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntDecayConfig2@EngineLabelBacklog@@YAXXZ	1.2195	1.2195	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntDecayConfig@EngineLabelBacklog@@YAXXZ	0.6135	0.6135	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntEffectSprites@EngineLabelBacklog@@YAXXZ	0.2268	0.2268	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntMovingDeathConfig@EngineLabelBacklog@@YAXXZ	0.4132	0.4132	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntResurrectTuning@EngineLabelBacklog@@YAXXZ	0.2210	0.2210	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntSpawnConfig@EngineLabelBacklog@@YAXXZ	0.1619	0.1619	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntTuningConstants@EngineLabelBacklog@@YAXXZ	0.0259	0.0259	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntTypeTable@EngineLabelBacklog@@YAXXZ	0.0166	0.0166	1	cpp:45e65336d4b5
engine_label_stubs	?LoadGruntzPalette@EngineLabelBacklog@@YAXXZ	0.6154	0.6154	1	cpp:45e65336d4b5
engine_label_stubs	?LoadHelpBookSprite@EngineLabelBacklog@@YAXXZ	0.5988	0.5988	1	cpp:45e65336d4b5
engine_label_stubs	?LoadImageBanks_vfunc29@EngineLabelBacklog@@YAXXZ	4.0000	4.0000	1	cpp:45e65336d4b5
engine_label_stubs	?LoadLevelByMode@EngineLabelBacklog@@YAXXZ	0.0389	0.0389	1	cpp:45e65336d4b5
engine_label_stubs	?LoadLevelEffectSprites@EngineLabelBacklog@@YAXXZ	0.2494	0.2494	1	cpp:45e65336d4b5
engine_label_stubs	?LoadLevelImages@EngineLabelBacklog@@YAXXZ	1.0256	1.0256	1	cpp:45e65336d4b5
engine_label_stubs	?LoadLevelPreviewScreen@EngineLabelBacklog@@YAXXZ	1.0526	1.0526	1	cpp:45e65336d4b5
engine_label_stubs	?LoadLevelSounds@EngineLabelBacklog@@YAXXZ	1.1111	1.1111	1	cpp:45e65336d4b5
engine_label_stubs	?LoadMainStatusBarSprite@EngineLabelBacklog@@YAXXZ	0.8772	0.8772	1	cpp:45e65336d4b5
engine_label_stubs	?LoadMenuSelectSprite@EngineLabelBacklog@@YAXXZ	0.3306	0.3306	1	cpp:45e65336d4b5
engine_label_stubs	?LoadMenuStateAssets@EngineLabelBacklog@@YAXXZ	0.1569	0.1569	1	cpp:45e65336d4b5
engine_label_stubs	?LoadMonologoSprite@EngineLabelBacklog@@YAXXZ	0.6250	0.6250	1	cpp:45e65336d4b5
engine_label_stubs	?LoadMultiplayerBattlezConfig@EngineLabelBacklog@@YAXXZ	0.3306	0.3306	1	cpp:45e65336d4b5
engine_label_stubs	?LoadObjectAnimResources@EngineLabelBacklog@@YAXXZ	0.2299	0.2299	1	cpp:45e65336d4b5
engine_label_stubs	?LoadObjectImageResources@EngineLabelBacklog@@YAXXZ	0.2222	0.2222	1	cpp:45e65336d4b5
engine_label_stubs	?LoadObjectSoundResources@EngineLabelBacklog@@YAXXZ	0.2299	0.2299	1	cpp:45e65336d4b5
engine_label_stubs	?LoadPickupSprites@EngineLabelBacklog@@YAXXZ	0.0333	0.0333	1	cpp:45e65336d4b5
engine_label_stubs	?LoadPowerupIconSprites@EngineLabelBacklog@@YAXXZ	0.1695	0.1695	1	cpp:45e65336d4b5
engine_label_stubs	?LoadProjectileEffects@EngineLabelBacklog@@YAXXZ	0.2165	0.2165	1	cpp:45e65336d4b5
engine_label_stubs	?LoadProjectileSprites@CProjectile@@QAEXXZ	0.0873	0.0873	1	cpp:45e65336d4b5
engine_label_stubs	?LoadPyramidBridgeSprites@EngineLabelBacklog@@YAXXZ	0.0858	0.0858	1	cpp:45e65336d4b5
engine_label_stubs	?LoadRezMachineConfig@EngineLabelBacklog@@YAXXZ	0.2469	0.2469	1	cpp:45e65336d4b5
engine_label_stubs	?LoadRollingBallHazardSprites@EngineLabelBacklog@@YAXXZ	0.1287	0.1287	1	cpp:45e65336d4b5
engine_label_stubs	?LoadSBITextEdges@EngineLabelBacklog@@YAXXZ	0.4819	0.4819	1	cpp:45e65336d4b5
engine_label_stubs	?LoadSaveMessageSprite@EngineLabelBacklog@@YAXXZ	2.2727	2.2727	1	cpp:45e65336d4b5
engine_label_stubs	?LoadScrollSpeedOptions@EngineLabelBacklog@@YAXXZ	0.5000	0.5000	1	cpp:45e65336d4b5
engine_label_stubs	?LoadSounds@CSplashState@@QAEXXZ	0.8333	0.8333	1	cpp:45e65336d4b5
engine_label_stubs	?LoadSprites@CKitchenSlime@@QAEXXZ	0.4149	0.4149	1	cpp:45e65336d4b5
engine_label_stubs	?LoadStateImages_vfunc8@EngineLabelBacklog@@YAXXZ	2.2222	2.2222	1	cpp:45e65336d4b5
engine_label_stubs	?LoadStatusBarTabSprites@EngineLabelBacklog@@YAXXZ	0.0445	0.0445	1	cpp:45e65336d4b5
engine_label_stubs	?LoadStatzTabToggleSprite@EngineLabelBacklog@@YAXXZ	0.5333	0.5333	1	cpp:45e65336d4b5
engine_label_stubs	?LoadSwitchDownSprite@EngineLabelBacklog@@YAXXZ	1.1494	1.1494	1	cpp:45e65336d4b5
