# static_data_copies.tsv - compiler-emitted per-TU copies of header statics
# (the GruntDirStatics device, docs/data-attribution.md): DATA() in a header
# is ignored, so these reviewed rows are folded into symbol_names.csv by
# labels.py --merge. rva\tname\tunit\tsize\tkind.
#
# THE OWNER OF A BLOCK IS ITS STATIC INITIALIZER'S POSITION. Each copy is
# constructed by a `$E` initializer that cl emits at the HEAD of that TU's .text
# contribution, so the first named function AFTER the code that stores into the
# nine cells names the owning unit. That rule reproduces 63 of these 71 blocks
# unaided; it is how the three former `ghidra` holding-unit blocks were homed on
# 2026-08-09 (0x229548 advancedoptions, 0x249620 netlobbydialogs, 0x24bd20
# multistartdlg) and how 0x2496e8 was corrected off netlobbydialogs, which the
# first of those would otherwise have given two copies.
#
# EVERY row carries an rva-suffixed name (2026-08-09): a PLAIN name is shared
# by all 71 blocks, so the delink data manifest used to withhold it ("duplicate
# name in manifest") and ~57 blocks went entirely uncompared. Suffixed names
# are unique, so every copy now enrolls, and the normalizer rewrites
# `?s_gruntDirEast_<rva>@@3U...` onto cl's `_s_gruntDirEast$S<n>` family
# (canonicalize_data_symbols.DELINKED_STATIC_COPY), which is what pairs the
# delinked copy with the base TU's own emission. A row must therefore never
# name a unit objdiff cannot open (that was the `ghidra` defect) and must not
# be given to a TU whose base obj does not emit the cells - either mistake is
# now VISIBLE as an unpaired symbol in that unit's .bss score.
#
# Four blocks still disagree with the initializer rule and are the remaining
# attribution worklist: 0x229eb8 (dialogs -> bootycheatstate), 0x245168
# (brickzload -> gruntzmgr), 0x24c3b0 (play -> gruntzplayer), 0x24c548
# (play -> playassetload).
0x2293f8	?s_gruntDirEast_2293f8@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229408	?s_gruntDirNorth_229408@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229418	?s_gruntDirSouth_229418@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229428	?s_gruntDirWest_229428@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229438	?s_gruntDirNorthEast_229438@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229448	?s_gruntDirNorthWest_229448@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229458	?s_gruntDirSouthEast_229458@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229468	?s_gruntDirCenter_229468@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x229478	?s_gruntDirSouthWest_229478@@3UGruntDirectionCell@@A	actionoptionsmenubar	0xc	data
0x2294a0	?s_gruntDirEast_2294a0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x2294b0	?s_gruntDirNorth_2294b0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x2294c0	?s_gruntDirSouth_2294c0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x2294d0	?s_gruntDirWest_2294d0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x2294e0	?s_gruntDirNorthEast_2294e0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x2294f0	?s_gruntDirNorthWest_2294f0@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x229500	?s_gruntDirSouthEast_229500@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x229510	?s_gruntDirCenter_229510@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x229520	?s_gruntDirSouthWest_229520@@3UGruntDirectionCell@@A	gameobjectfactory	0xc	data
0x229548	?s_gruntDirEast_229548@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229558	?s_gruntDirNorth_229558@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229568	?s_gruntDirSouth_229568@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229578	?s_gruntDirWest_229578@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229588	?s_gruntDirNorthEast_229588@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229598	?s_gruntDirNorthWest_229598@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x2295a8	?s_gruntDirSouthEast_2295a8@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x2295b8	?s_gruntDirCenter_2295b8@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x2295c8	?s_gruntDirSouthWest_2295c8@@3UGruntDirectionCell@@A	advancedoptions	0xc	data
0x229880	?s_gruntDirEast_229880@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x229890	?s_gruntDirNorth_229890@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298a0	?s_gruntDirSouth_2298a0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298b0	?s_gruntDirWest_2298b0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298c0	?s_gruntDirNorthEast_2298c0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298d0	?s_gruntDirNorthWest_2298d0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298e0	?s_gruntDirSouthEast_2298e0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2298f0	?s_gruntDirCenter_2298f0@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x229900	?s_gruntDirSouthWest_229900@@3UGruntDirectionCell@@A	worldsoundset	0xc	data
0x2299c0	?s_gruntDirEast_2299c0@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x2299d0	?s_gruntDirNorth_2299d0@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x2299e0	?s_gruntDirSouth_2299e0@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x2299f0	?s_gruntDirWest_2299f0@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229a00	?s_gruntDirNorthEast_229a00@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229a10	?s_gruntDirNorthWest_229a10@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229a20	?s_gruntDirSouthEast_229a20@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229a30	?s_gruntDirCenter_229a30@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229a40	?s_gruntDirSouthWest_229a40@@3UGruntDirectionCell@@A	gamesave	0xc	data
0x229b28	?s_gruntDirEast_229b28@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b38	?s_gruntDirNorth_229b38@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b48	?s_gruntDirSouth_229b48@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b58	?s_gruntDirWest_229b58@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b68	?s_gruntDirNorthEast_229b68@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b78	?s_gruntDirNorthWest_229b78@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b88	?s_gruntDirSouthEast_229b88@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229b98	?s_gruntDirCenter_229b98@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229ba8	?s_gruntDirSouthWest_229ba8@@3UGruntDirectionCell@@A	attractstate	0xc	data
0x229c60	?s_gruntDirEast_229c60@@3UGruntDirectionCell@@A	dialogs	0xc	data
0x229c70	?s_gruntDirNorth_229c70@@3UGruntDirectionCell@@A	dialogs	0xc	data
0x229c80	?s_gruntDirSouth_229c80@@3UGruntDirectionCell@@A	dialogs	0xc	data
