class,rva,name,source,observed_on,objects,note
CDoNothing,0xf770,FUN_0040f770,trace,CDoNothing,24,own-or-inherited
CDroppedObject,0xc68b0,CDroppedObject,known,,5,
CDroppedObject,0x125b0,FUN_004125b0,trace,CDroppedObject,5,own-or-inherited
CDroppedObject,0xc7090,LoadDroppedObjectEffects,trace,CDroppedObject,2,own-or-inherited
CDroppedObject,0xc6bd0,FUN_004c6bd0,trace,CDroppedObject,1,own-or-inherited
CDroppedObjectShadow,0xc62e0,LoadAttributes,known,,6,
CDroppedObjectShadow,0xc7490,CDroppedObjectShadow,known,,5,
CDroppedObjectShadow,0x12670,FUN_00412670,trace,CDroppedObjectShadow,5,own-or-inherited
CExitTrigger,0x3ecf0,CExitTrigger,known,,17,
CExitTrigger,0x108c0,FUN_004108c0,trace,CExitTrigger,17,own-or-inherited
CExitTrigger,0x10870,FUN_00410870,trace,CExitTrigger,3,own-or-inherited
CExplosion,0x470e0,CExplosion,known,,4,
CExplosion,0x12ec0,FUN_00412ec0,trace,CExplosion,4,own-or-inherited
CEyeCandy,0xac620,CEyeCandy,known,,24,
CEyeCandy,0xfca0,FUN_0040fca0,trace,CEyeCandy,24,own-or-inherited
CEyeCandy,0xfd60,FUN_0040fd60,trace,CEyeCandy,24,own-or-inherited
CFileIO,0xe4b60,SaveGameFile,trace,CFileIO,1,own-or-inherited
CFileIO,0xe4d50,FUN_004e4d50,trace,CFileIO,1,own-or-inherited
CFileIO,0xe54b0,FUN_004e54b0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe4d90,FUN_004e4d90,trace,CFileIO,1,own-or-inherited
CFileIO,0xe50f0,FUN_004e50f0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5460,FUN_004e5460,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5690,FUN_004e5690,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5240,FUN_004e5240,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5390,FUN_004e5390,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5620,FUN_004e5620,trace,CFileIO,1,own-or-inherited
CFileIO,0xe4ea0,FUN_004e4ea0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe50a0,FUN_004e50a0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5410,FUN_004e5410,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5700,Stub_0e5700,known,,1,
CFileIO,0xe54e0,FUN_004e54e0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5130,FUN_004e5130,trace,CFileIO,1,own-or-inherited
CFileIO,0xe51d0,FUN_004e51d0,trace,CFileIO,1,own-or-inherited
CFileIO,0xe5660,FUN_004e5660,trace,CFileIO,1,own-or-inherited
CFileIO,0x85b50,FUN_00485b50,trace,CFileIO,1,own-or-inherited
CFileIO,0xe4d20,FUN_004e4d20,trace,CFileIO,1,own-or-inherited
CFileImage,0x148890,FUN_00548890,trace,CFileImage,24,own-or-inherited
CFileImage,0x1457a0,DecodePcxData,known,,24,
CFileImage,0x13e0d0,BlitSurf,known,,24,
CFileImage,0x145270,RunDecode1,known,,24,
CFileImage,0x13faa0,Blit,known,,24,
CFileImage,0x13fbb0,FUN_0053fbb0,known,,24,
CFileImage,0x13eb40,FillPalette,known,,24,
CFileImage,0x13e550,FUN_0053e550,trace,CFileImage,2,own-or-inherited
CFileImage,0x144ee0,DecodePcx,known,,2,
CFileImage,0x1453f0,RunDecode3,known,,2,
CFileImage,0x13fce0,FUN_0053fce0,known,,2,
CFileImage,0x13e760,FUN_0053e760,trace,CFileImage,2,own-or-inherited
CFileImage,0x141350,FUN_00541350,trace,CFileImage,1,own-or-inherited
CFontConfig,0x218e0,LoadFontConfig,known,,1,
CFontConfig,0x21bd0,FUN_00421bd0,trace,CFontConfig,1,own-or-inherited
CFontConfig,0x21d80,FUN_00421d80,trace,CFontConfig,1,own-or-inherited
CFontConfig,0x22360,winapi_022360_DrawTextA_SelectObject_SetTextColor,known,,1,
CFontConfig,0x21c60,FUN_00421c60,trace,CFontConfig,1,own-or-inherited
CFontConfig,0x85f40,FUN_00485f40,trace,CFontConfig,1,own-or-inherited
CFontConfig,0x21b60,FUN_00421b60,trace,CFontConfig,1,own-or-inherited
CFortressFlag,0x45d30,CFortressFlag,known,,24,
CFortressFlag,0x10e90,FUN_00410e90,trace,CFortressFlag,24,own-or-inherited
CFortressFlag,0x46410,FUN_00446410,trace,CFortressFlag,6,own-or-inherited
CGMMenuUI,0x182d60,OnFlag00000003,known,,2,
CGMMenuUI,0x182c70,Step,known,,1,
CGMMenuUI,0x182cb0,Pre,known,,1,
CGMMenuUI,0x182ce0,Post,known,,1,
CGameApp,0x13d910,RunMessageLoop,known,,1,
CGameApp,0x13dc70,VirtualUnknownMethod09,known,,1,
CGameApp,0x13dc90,FreeGameManager,known,,1,
CGameApp,0x13d8c0,CloseResources,known,,1,
CGameLevel,0x15d680,VirtualMethodUnknown44,known,,1,
CGameLevel,0x15d630,VirtualMethodUnknown3C,known,,1,
CGameLevel,0x15d280,LoadWwd,known,,1,
CGameLevel,0x15d820,ReadImageSet,known,,1,
CGameLevel,0x160f40,FUN_00560f40,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x15dde0,FUN_0055dde0,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x160ee0,FUN_00560ee0,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x82600,FUN_00482600,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x15de40,FUN_0055de40,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x15dfb0,FUN_0055dfb0,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x167130,FUN_00567130,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x15da80,FUN_0055da80,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x15dc90,FUN_0055dc90,trace,CGameLevel,1,own-or-inherited
CGameLevel,0xcedf0,FUN_004cedf0,trace,CGameLevel,1,own-or-inherited
CGameLevel,0xcee10,FUN_004cee10,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x6b330,FUN_0046b330,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x160f70,FUN_00560f70,trace,CGameLevel,1,own-or-inherited
CGameLevel,0x1611e0,~CGameLevel,known,,1,
CGameLevel,0x15d1f0,VirtualMethodUnknown1C,known,,1,
CGameLevelPlanes,0x15d8d0,ReadPlane,known,,1,
CGameMgr,0x13dea0,UnknownMethodInitializeTimeGlobal,known,,1,
CGameMgr,0x13de70,InitTimeFields,known,,1,
CGameMgr,0x13ddb0,UnknownClose,known,,1,
CGameObject,0x150f50,AddLogicHit,known,,24,
CGameObject,0x151030,AddLogicAttack,known,,24,
CGameObject,0x151110,AddLogicBump,known,,24,
CGameWnd,0x13d490,QuitMessageLoop,known,,1,
CGameWnd,0x13cfb0,Destroy,known,,1,
CGrunt,0x47a10,Stub_047a10,known,,24,
CGrunt,0x48400,ReadConfigFromButeMgr,known,,24,
CGrunt,0x48470,Stub_048470,known,,24,
CGrunt,0x67bd0,BuildEntranceAnimation,known,,24,
CGrunt,0x45100,ResolveMovingAnimation,known,,17,
CGrunt,0x45960,ResolveIdleAnimation,known,,8,
CGrunt,0x4d130,CreateHealthSprite,known,,7,
CGrunt,0x4d3e0,CreateToyTimeSprite,known,,7,
CGrunt,0x4d730,CreateSelectedSprite,known,,6,
CGrunt,0x4d220,CreateToySprite,known,,6,
CGrunt,0x4d2f0,CreateStaminaSprite,known,,6,
CGrunt,0x4d520,CreateWingzTimeSprite,known,,6,
CGrunt,0x457b0,ResolveAnimation,known,,6,
CGrunt,0x455f0,ResolveDeathAnimation,known,,6,
CGrunt,0x6a060,LoadGruntMovingDeathConfig,trace,CGrunt,6,own-or-inherited
CGrunt,0x57c40,FUN_00457c40,trace,CGrunt,6,own-or-inherited
CGrunt,0x62e10,Stub_062e10,known,,3,
CGrunt,0x45b60,ResolveBattlecryAnimation,known,,3,
CGrunt,0x67f80,LoadEntranceConfig,known,,2,
CGrunt,0x633e0,Stub_0633e0,known,,1,
CGrunt,0x4d650,CreatePowerupSprite,known,,1,
CGruntAnimPlayer,0x1505b0,ApplyLookupGeometry,known,,24,
CGruntAnimPlayer,0x150610,FUN_00550610,trace,CGruntAnimPlayer,24,own-or-inherited
CGruntCreationPoint,0x3e520,CGruntCreationPoint,known,,24,
CGruntCreationPoint,0x10730,FUN_00410730,trace,CGruntCreationPoint,24,own-or-inherited
CGruntCreationPoint,0x3ecc0,FUN_0043ecc0,trace,CGruntCreationPoint,16,own-or-inherited
CGruntHealthSprite,0x7eb00,CGruntHealthSprite,known,,24,
CGruntHealthSprite,0x7f0d0,FUN_0047f0d0,trace,CGruntHealthSprite,24,own-or-inherited
CGruntHealthSprite,0x11fb0,FUN_00411fb0,trace,CGruntHealthSprite,24,own-or-inherited
CGruntPowerupSprite,0x7fdb0,CGruntPowerupSprite,known,,1,
CGruntPowerupSprite,0x80380,FUN_00480380,trace,CGruntPowerupSprite,1,own-or-inherited
CGruntPowerupSprite,0x80410,FUN_00480410,trace,CGruntPowerupSprite,1,own-or-inherited
CGruntPowerupSprite,0x12370,FUN_00412370,trace,CGruntPowerupSprite,1,own-or-inherited
CGruntPuddle,0x40490,CGruntPuddle,known,,24,
CGruntPuddle,0x40c30,FUN_00440c30,trace,CGruntPuddle,24,own-or-inherited
CGruntPuddle,0x10d10,FUN_00410d10,trace,CGruntPuddle,24,own-or-inherited
CGruntPuddle,0x40d20,FUN_00440d20,trace,CGruntPuddle,1,own-or-inherited
CGruntPuddle,0x7d810,FUN_0047d810,trace,CGruntPuddle,1,own-or-inherited
CGruntSelectedSprite,0x7e3e0,CGruntSelectedSprite,known,,24,
CGruntSelectedSprite,0x7e9c0,FUN_0047e9c0,trace,CGruntSelectedSprite,24,own-or-inherited
CGruntSelectedSprite,0x11e80,FUN_00411e80,trace,CGruntSelectedSprite,24,own-or-inherited
CGruntSelectedSprite,0x7e9f0,FUN_0047e9f0,trace,CGruntSelectedSprite,1,own-or-inherited
CGruntSprite,0x150540,CacheFirstFrame,known,,24,
CGruntStaminaSprite,0x7fae0,CGruntStaminaSprite,known,,24,
CGruntStartingPoint,0x3df30,CGruntStartingPoint,known,,24,
CGruntStartingPoint,0x10670,FUN_00410670,trace,CGruntStartingPoint,24,own-or-inherited
CGruntToySprite,0x7f350,CGruntToySprite,known,,24,
CGruntToySprite,0x7f920,FUN_0047f920,trace,CGruntToySprite,24,own-or-inherited
CGruntToySprite,0x122b0,FUN_004122b0,trace,CGruntToySprite,24,own-or-inherited
CGruntToySprite,0x7f960,FUN_0047f960,trace,CGruntToySprite,1,own-or-inherited
CGruntToyTimeSprite,0x7fbd0,CGruntToyTimeSprite,known,,1,
CGruntToyTimeSprite,0x12130,FUN_00412130,trace,CGruntToyTimeSprite,1,own-or-inherited
CGruntVoice,0x1198a0,CGruntVoice,known,,16,
CGruntVoice,0x11a870,FUN_0051a870,trace,CGruntVoice,16,own-or-inherited
CGruntVoice,0x119ae0,FUN_00519ae0,trace,CGruntVoice,16,own-or-inherited
CGruntVoice,0x119e40,FUN_00519e40,trace,CGruntVoice,2,own-or-inherited
CGruntVoice,0x11a7e0,FUN_0051a7e0,trace,CGruntVoice,1,own-or-inherited
CGruntzApp,0x112820,Stub_112820,known,,2,
CGruntzApp,0x80aa0,VirtualUnknownMethod04,known,,1,
CGruntzApp,0x80c00,ShowMessage,known,,1,
CGruntzApp,0x808b0,~CGruntzApp,known,,1,
CGruntzCommand,0x242f0,CGruntzCommand_0242f0,known,,6,
CGruntzCommand,0x23e20,FUN_00423e20,trace,CGruntzCommand,2,own-or-inherited
CGruntzCommand,0x23e60,FUN_00423e60,trace,CGruntzCommand,1,own-or-inherited
CGruntzCommand,0x24140,FUN_00424140,trace,CGruntzCommand,1,own-or-inherited
CGruntzCommand,0x23ed0,FUN_00423ed0,trace,CGruntzCommand,1,own-or-inherited
CGruntzCommand,0x24190,FUN_00424190,trace,CGruntzCommand,1,own-or-inherited
CGruntzCommand,0x24490,FUN_00424490,trace,CGruntzCommand,1,own-or-inherited
CGruntzCommand,0x24430,CGruntzCommand_024430,known,,1,
CGruntzMapMgr,0x85d10,~CGruntzMapMgr,known,,1,
CGruntzMgr,0x919d0,FUN_004919d0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x91a10,FUN_00491a10,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x90aa0,FUN_00490aa0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8eca0,InitializeLobbyConnectionSettings,known,,1,
CGruntzMgr,0x90200,FUN_00490200,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8fab0,FUN_0048fab0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8b960,FUN_0048b960,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x90a50,FUN_00490a50,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f620,PerFrameTick,known,,1,
CGruntzMgr,0x8ddd0,ErrorThunk_08ddd0,known,,1,
CGruntzMgr,0x8dbe0,FUN_0048dbe0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x91500,FUN_00491500,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8da00,FUN_0048da00,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8db20,FUN_0048db20,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8db60,FUN_0048db60,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8da30,FUN_0048da30,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8da60,FUN_0048da60,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8daa0,FUN_0048daa0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8d9d0,FUN_0048d9d0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x909b0,FUN_004909b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8d6a0,FUN_0048d6a0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x90980,FUN_00490980,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x909e0,FUN_004909e0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8d780,FUN_0048d780,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f4f0,FUN_0048f4f0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x928c0,FUN_004928c0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x929b0,FUN_004929b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x92900,FUN_00492900,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f7f0,FUN_0048f7f0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8de70,FUN_0048de70,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f7b0,FUN_0048f7b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x920b0,FUN_004920b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8dae0,FUN_0048dae0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8dba0,FUN_0048dba0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8e980,FUN_0048e980,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8ec50,CheckPlayState,known,,1,
CGruntzMgr,0x8e6c0,winapi_08e6c0_SendMessageA,known,,1,
CGruntzMgr,0x903f0,FUN_004903f0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x92990,FUN_00492990,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x92420,LoadSaveMessageSprite,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x90260,winapi_090260_DialogBoxParamA,known,,1,
CGruntzMgr,0x927b0,FUN_004927b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x93460,FUN_00493460,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x93620,FUN_00493620,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x861e0,winapi_0861e0_timeGetTime,known,,1,
CGruntzMgr,0x860b0,FUN_004860b0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x92ec0,FUN_00492ec0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8ef10,FUN_0048ef10,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x92f00,winapi_092f00_PostMessageA,known,,1,
CGruntzMgr,0x93170,FUN_00493170,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x111ec0,FUN_00511ec0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x933e0,FUN_004933e0,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f530,winapi_08f530_PostMessageA,known,,1,
CGruntzMgr,0x8f740,FUN_0048f740,trace,CGruntzMgr,1,own-or-inherited
CGruntzMgr,0x8f6a0,AdvanceFrame,known,,1,
CGruntzMgr,0x83360,~CGruntzMgr,known,,1,
CGruntzMgr,0x855e0,UnknownClose,known,,1,
CGruntzSoundInnerZ,0x138f60,IsBusy,known,,3,
CGruntzSoundZ,0x138670,FUN_00538670,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138700,FUN_00538700,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138840,FUN_00538840,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138730,FUN_00538730,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x1388a0,FUN_005388a0,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138920,FUN_00538920,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138530,FUN_00538530,trace,CGruntzSoundZ,1,own-or-inherited
CGruntzSoundZ,0x138900,StopBank,known,,1,
CGruntzSoundZ,0x1388f0,StopAll,known,,1,
CGruntzSoundZ,0x86040,FUN_00486040,trace,CGruntzSoundZ,1,own-or-inherited
CGuardPoint,0xae5f0,CGuardPoint,known,,24,
CGuardPoint,0x10410,FUN_00410410,trace,CGuardPoint,24,own-or-inherited
CHelpState,0x95090,LoadAssets,known,,1,
CInGameIcon,0x95b10,CInGameIcon,known,,24,
CInGameIcon,0x99b10,FUN_00499b10,trace,CInGameIcon,24,own-or-inherited
CInGameIcon,0x97680,FUN_00497680,trace,CInGameIcon,24,own-or-inherited
CInGameIcon,0x986b0,FUN_004986b0,trace,CInGameIcon,24,own-or-inherited
CInGameIcon,0x11d00,FUN_00411d00,trace,CInGameIcon,24,own-or-inherited
CInGameIcon,0x98c90,FUN_00498c90,trace,CInGameIcon,11,own-or-inherited
CInGameText,0x99110,CInGameText,known,,22,
CInGameText,0x11dc0,FUN_00411dc0,trace,CInGameText,22,own-or-inherited
CInGameText,0x99a30,FUN_00499a30,trace,CInGameText,12,own-or-inherited
CInGameText,0x99460,FUN_00499460,trace,CInGameText,4,own-or-inherited
CInputDevice,0x133b50,FUN_00533b50,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x134260,FUN_00534260,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x134cb0,Create,known,,1,
CInputDevice,0x133c30,FUN_00533c30,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x134eb0,SetDataFormat,known,,1,
CInputDevice,0x134ef0,SetCooperativeLevel,known,,1,
CInputDevice,0x133d00,FUN_00533d00,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x133300,FUN_00533300,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x133bf0,FUN_00533bf0,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x134d50,FUN_00534d50,trace,CInputDevice,1,own-or-inherited
CInputDevice,0x134fe0,FUN_00534fe0,trace,CInputDevice,1,own-or-inherited
CKitchenSlime,0xb23a0,CKitchenSlime,known,,2,
CKitchenSlime,0xb3160,LoadSprites,known,,2,
CKitchenSlime,0xb2940,FUN_004b2940,trace,CKitchenSlime,2,own-or-inherited
CKitchenSlime,0xb2ca0,FUN_004b2ca0,trace,CKitchenSlime,2,own-or-inherited
CKitchenSlime,0x13100,FUN_00413100,trace,CKitchenSlime,2,own-or-inherited
CLightFx,0x9cf00,CLightFx,known,,24,
CLightFx,0x9d520,FUN_0049d520,trace,CLightFx,24,own-or-inherited
CLightFx,0x9d770,FUN_0049d770,trace,CLightFx,24,own-or-inherited
CLightFx,0x12430,FUN_00412430,trace,CLightFx,24,own-or-inherited
CLoadingBar,0xd7440,LoadLoadingBarSprite,known,,6,
CMapArrayA,0x9e700,CMapArrayA,known,,1,
CMapArrayA,0x9e7e0,~CMapArrayA,known,,1,
CMapArrayA,0x9e740,FUN_0049e740,trace,CMapArrayA,1,own-or-inherited
CMapArrayB,0x9e820,CMapArrayB,known,,1,
CMapArrayB,0x9e900,~CMapArrayB,known,,1,
CMapArrayB,0x9e860,FUN_0049e860,trace,CMapArrayB,1,own-or-inherited
CMapMgr,0x9e940,CMapMgr,known,,1,
CMapMgr,0x9ec30,Reset,known,,1,
CMapMgr,0x9e9e0,~CMapMgr,known,,1,
CMenuState,0x8ce10,Update,known,,1,
CMenuState,0xa0750,Render,known,,1,
CMenuState,0xa0d80,BuildVersionString,trace,CMenuState,1,own-or-inherited
CMenuState,0xa0d40,FUN_004a0d40,trace,CMenuState,1,own-or-inherited
CNetMgr,0x11f618,FUN_0051f618,trace,CNetMgr,24,own-or-inherited
CNetMgr,0x7c20,FUN_00407c20,trace,CNetMgr,7,own-or-inherited
CNetMgr,0xb7b10,Stub_0b7b10,known,,5,
CNetMgr,0x18c022,FUN_0058c022,trace,CNetMgr,3,own-or-inherited
CNetMgr,0xf93b0,FUN_004f93b0,trace,CNetMgr,3,own-or-inherited
CNetMgr,0xb5460,Stub_0b5460,known,,2,
CNetMgr,0xb78b0,Stub_0b78b0,known,,2,
CNetMgr,0x178280,Stub_178280,known,,2,
CNetMgr,0x178430,FUN_00578430,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x1782d0,Stub_1782d0,known,,2,
CNetMgr,0x178360,FUN_00578360,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x178590,FUN_00578590,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x1780b0,Stub_1780b0,known,,2,
CNetMgr,0xb6000,Stub_0b6000,known,,2,
CNetMgr,0x178230,FUN_00578230,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x178750,FUN_00578750,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x178c70,FUN_00578c70,trace,CNetMgr,2,own-or-inherited
CNetMgr,0x99d10,FUN_00499d10,trace,CNetMgr,1,own-or-inherited
CNetMgr,0xb82e0,Stub_0b82e0,known,,1,
CNetMgr,0xb8b10,Stub_0b8b10,known,,1,
CNetMgr,0x1788a0,FUN_005788a0,trace,CNetMgr,1,own-or-inherited
CNetMgr,0x178610,FUN_00578610,trace,CNetMgr,1,own-or-inherited
CNetMgr,0xb89e0,FUN_004b89e0,trace,CNetMgr,1,own-or-inherited
CNetMgr,0xb8cf0,Stub_0b8cf0,known,,1,
CNetMgr,0x178820,FUN_00578820,trace,CNetMgr,1,own-or-inherited
CNetMgr,0x24450,FUN_00424450,trace,CNetMgr,1,own-or-inherited
CObjectDropper,0xc59f0,CObjectDropper,known,,10,
CObjectDropper,0x124f0,FUN_004124f0,trace,CObjectDropper,10,own-or-inherited
CParticlez,0x46ad0,CParticlez,known,,24,
CParticlez,0x12d90,FUN_00412d90,trace,CParticlez,24,own-or-inherited
CParticlez,0x46d30,FUN_00446d30,trace,CParticlez,3,own-or-inherited
CPlay,0xd72c0,FUN_004d72c0,trace,CPlay,2,own-or-inherited
CPlay,0xd9160,FUN_004d9160,trace,CPlay,2,own-or-inherited
CPlay,0xdc6d0,BuildGruntTypeNameTable,trace,CPlay,2,own-or-inherited
CPlay,0xd1890,PlayCueAt,known,,2,
CPlay,0x8c9d0,Stub_08c9d0,known,,2,
CPlay,0xbc250,FUN_004bc250,trace,CPlay,2,own-or-inherited
CPlay,0xb7730,FUN_004b7730,trace,CPlay,2,own-or-inherited
CPlay,0xbc420,FUN_004bc420,trace,CPlay,2,own-or-inherited
CPlay,0xb7ad0,FUN_004b7ad0,trace,CPlay,2,own-or-inherited
CPlay,0x8d270,FUN_0048d270,trace,CPlay,2,own-or-inherited
CPlay,0xb6110,FUN_004b6110,trace,CPlay,2,own-or-inherited
CPlay,0x8c910,Update,known,,1,
CPlay,0xd0120,LoadCursorSprites,trace,CPlay,1,own-or-inherited
CPlay,0xd0920,FUN_004d0920,trace,CPlay,1,own-or-inherited
CPlay,0xc8cf0,Render,known,,1,
CPlay,0xd0db0,FUN_004d0db0,trace,CPlay,1,own-or-inherited
CPlay,0xcdb10,winapi_0cdb10_PostMessageA,known,,1,
CPlay,0xd11e0,StepInputA,known,,1,
CPlay,0xd12b0,LoadScrollSpeedOptions,trace,CPlay,1,own-or-inherited
CPlay,0xd0a60,FUN_004d0a60,trace,CPlay,1,own-or-inherited
CPlay,0xd0b30,winapi_0d0b30_CopyRect,known,,1,
CPlay,0xd5f00,FUN_004d5f00,trace,CPlay,1,own-or-inherited
CPlay,0xd8d90,StepC,known,,1,
CPlay,0xd1ac0,StepScroll,known,,1,
CPlay,0xc9cc0,FUN_004c9cc0,trace,CPlay,1,own-or-inherited
CPlay,0xce530,FUN_004ce530,trace,CPlay,1,own-or-inherited
CPlay,0xc9c20,FUN_004c9c20,trace,CPlay,1,own-or-inherited
CPlay,0xceae0,winapi_0ceae0_PostMessageA,known,,1,
CPlay,0xd1b60,FUN_004d1b60,trace,CPlay,1,own-or-inherited
CPlay,0xb76c0,FUN_004b76c0,trace,CPlay,1,own-or-inherited
CPlay,0xb7a90,FUN_004b7a90,trace,CPlay,1,own-or-inherited
CPlay,0xb7f60,FUN_004b7f60,trace,CPlay,1,own-or-inherited
CPlay,0xb7e30,FUN_004b7e30,trace,CPlay,1,own-or-inherited
CPlay,0xb7fe0,FUN_004b7fe0,trace,CPlay,1,own-or-inherited
CProjectile,0xdec60,CProjectile_0dec60,known,,14,
CProjectile,0xdf050,LoadProjectileSprites,known,,14,
CProjectile,0xdef60,FUN_004def60,trace,CProjectile,14,own-or-inherited
CProjectile,0xe2190,FUN_004e2190,trace,CProjectile,3,own-or-inherited
CProjectile,0xe05e0,FUN_004e05e0,trace,CProjectile,1,own-or-inherited
CProjectile,0x13c70,FUN_00413c70,trace,CProjectile,1,own-or-inherited
CProjectile,0xe08b0,FUN_004e08b0,trace,CProjectile,1,own-or-inherited
CProjectile,0xe0b10,FUN_004e0b10,trace,CProjectile,1,own-or-inherited
CProjectile,0xdfd00,LoadProjectileEffects,trace,CProjectile,1,own-or-inherited
CRandomAmbientSound,0xb5e0,FUN_0040b5e0,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0xbc30,FUN_0040bc30,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0xb660,FUN_0040b660,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0xbb60,~CRandomAmbientSound,known,,1,
CRandomAmbientSound,0xbcf0,FUN_0040bcf0,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0xbd60,FUN_0040bd60,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0xbc80,FUN_0040bc80,trace,CRandomAmbientSound,1,own-or-inherited
CRandomAmbientSound,0x85ed0,FUN_00485ed0,trace,CRandomAmbientSound,1,own-or-inherited
CRollingBall,0xaf820,CRollingBall,known,,21,
