class,rva,name,source,observed_on,objects,note
ClassUnknown_2,0x14de30,FUN_0054de30,trace-new,,24,
ClassUnknown_2,0x14de50,FUN_0054de50,trace-new,,24,
ClassUnknown_2,0x14dec0,FUN_0054dec0,trace-new,,1,
ClassUnknown_2,0x14eef0,FUN_0054eef0,trace-new,,1,
ClassUnknown_2,0x14f080,FUN_0054f080,trace-new,,1,
ClassUnknown_2,0x14f310,FUN_0054f310,trace-new,,1,
ClassUnknown_2,0x14f5b0,FUN_0054f5b0,trace-new,,1,
ClassUnknown_2,0x14fb80,FUN_0054fb80,trace-new,,1,
ClassUnknown_2,0x14ded0,FUN_0054ded0,trace-new,,1,
ClassUnknown_20,0x16df70,FUN_0056df70,trace-new,,24,
ClassUnknown_21,0x16e480,FUN_0056e480,trace-new,,5,
ClassUnknown_22,0x22c80,FUN_00422c80,trace-new,,1,
ClassUnknown_22,0x22be0,FUN_00422be0,trace-new,,1,
ClassUnknown_22,0x85e60,FUN_00485e60,trace-new,,1,
ClassUnknown_22,0x22b00,FUN_00422b00,trace-new,,1,
ClassUnknown_23,0x6b640,FUN_0046b640,trace-new,,1,
ClassUnknown_23,0x79b30,FUN_00479b30,trace-new,,1,
ClassUnknown_23,0x6bd40,FUN_0046bd40,trace-new,,1,
ClassUnknown_23,0x78430,FUN_00478430,trace-new,,1,
ClassUnknown_23,0x7be10,FUN_0047be10,trace-new,,1,
ClassUnknown_23,0x7d0c0,FUN_0047d0c0,trace-new,,1,
ClassUnknown_23,0x7d330,FUN_0047d330,trace-new,,1,
ClassUnknown_23,0x78a30,FUN_00478a30,trace-new,,1,
ClassUnknown_23,0x6b6d0,FUN_0046b6d0,trace-new,,1,
ClassUnknown_23,0x75af0,FUN_00475af0,trace-new,,1,
ClassUnknown_23,0x75c60,winapi_075c60_CopyRect_SetRect,trace-new,,1,
ClassUnknown_23,0x6ea00,FUN_0046ea00,trace-new,,1,
ClassUnknown_23,0x78a50,FUN_00478a50,trace-new,,1,
ClassUnknown_23,0x6eb80,LoadTeleporterGooConfig,trace-new,,1,
ClassUnknown_23,0x79b00,FUN_00479b00,trace-new,,1,
ClassUnknown_23,0x7b1b0,FUN_0047b1b0,trace-new,,1,
ClassUnknown_23,0x6be30,FUN_0046be30,trace-new,,1,
ClassUnknown_23,0x6bea0,FUN_0046bea0,trace-new,,1,
ClassUnknown_23,0x6bfd0,FUN_0046bfd0,trace-new,,1,
ClassUnknown_23,0x784d0,FUN_004784d0,trace-new,,1,
ClassUnknown_23,0x79520,FUN_00479520,trace-new,,1,
ClassUnknown_23,0x78520,FUN_00478520,trace-new,,1,
ClassUnknown_23,0x6e800,FUN_0046e800,trace-new,,1,
ClassUnknown_23,0x6d300,FUN_0046d300,trace-new,,1,
ClassUnknown_23,0x798d0,FUN_004798d0,trace-new,,1,
ClassUnknown_23,0x7a5e0,FUN_0047a5e0,trace-new,,1,
ClassUnknown_23,0x7a760,FUN_0047a760,trace-new,,1,
ClassUnknown_23,0x78680,FUN_00478680,trace-new,,1,
ClassUnknown_23,0x6dae0,FUN_0046dae0,trace-new,,1,
ClassUnknown_23,0x7c620,LoadPowerupIconSprites,trace-new,,1,
ClassUnknown_23,0x6e120,FUN_0046e120,trace-new,,1,
ClassUnknown_23,0x79b80,FUN_00479b80,trace-new,,1,
ClassUnknown_23,0x6bcb0,FUN_0046bcb0,trace-new,,1,
ClassUnknown_23,0x78260,FUN_00478260,trace-new,,1,
ClassUnknown_23,0x79fb0,FUN_00479fb0,trace-new,,1,
ClassUnknown_23,0x7d140,FUN_0047d140,trace-new,,1,
ClassUnknown_23,0x7c3d0,LoadFinishLevelSprite,trace-new,,1,
ClassUnknown_23,0x7a510,FUN_0047a510,trace-new,,1,
ClassUnknown_23,0x7b930,LoadGruntCombatTuning,trace-new,,1,
ClassUnknown_23,0x7a180,FUN_0047a180,trace-new,,1,
ClassUnknown_23,0x7a240,FUN_0047a240,trace-new,,1,
ClassUnknown_23,0x7d1d0,FUN_0047d1d0,trace-new,,1,
ClassUnknown_23,0x7b330,LoadExplosionSprites,trace-new,,1,
ClassUnknown_23,0x7d2a0,FUN_0047d2a0,trace-new,,1,
ClassUnknown_23,0x7c110,FUN_0047c110,trace-new,,1,
ClassUnknown_23,0x85c50,FUN_00485c50,trace-new,,1,
ClassUnknown_23,0x6b680,FUN_0046b680,trace-new,,1,
ClassUnknown_23,0x78880,FUN_00478880,trace-new,,1,
ClassUnknown_24,0x11adc0,FUN_0051adc0,trace-new,,1,
ClassUnknown_24,0x11c1a0,FUN_0051c1a0,trace-new,,1,
ClassUnknown_24,0x11c7b0,FUN_0051c7b0,trace-new,,1,
ClassUnknown_24,0x11af90,FUN_0051af90,trace-new,,1,
ClassUnknown_24,0x11b3b0,winapi_11b3b0_timeGetTime,trace-new,,1,
ClassUnknown_24,0x11af00,FUN_0051af00,trace-new,,1,
ClassUnknown_24,0x11c830,FUN_0051c830,trace-new,,1,
ClassUnknown_24,0x11bee0,FUN_0051bee0,trace-new,,1,
ClassUnknown_24,0x11afb0,LoadGruntSpawnConfig,trace-new,,1,
ClassUnknown_24,0x11bba0,FUN_0051bba0,trace-new,,1,
ClassUnknown_24,0x85df0,FUN_00485df0,trace-new,,1,
ClassUnknown_24,0x11ae30,FUN_0051ae30,trace-new,,1,
ClassUnknown_25,0x99ca0,FUN_00499ca0,trace-new,,24,
ClassUnknown_25,0x9a450,FUN_0049a450,trace-new,,24,
ClassUnknown_25,0x11c560,FUN_0051c560,trace-new,,12,
ClassUnknown_26,0x11c630,FUN_0051c630,trace-new,,24,
ClassUnknown_27,0x13a260,FUN_0053a260,trace-new,,24,
ClassUnknown_27,0x13a2b0,FUN_0053a2b0,trace-new,,24,
ClassUnknown_27,0x13a2f0,FUN_0053a2f0,trace-new,,24,
ClassUnknown_27,0x13a2d0,FUN_0053a2d0,trace-new,,24,
ClassUnknown_27,0x13a280,FUN_0053a280,trace-new,,4,
ClassUnknown_27,0x13a310,FUN_0053a310,trace-new,,1,
ClassUnknown_28,0x158760,FUN_00558760,trace-new,,24,
ClassUnknown_28,0x1f940,FUN_0041f940,trace-new,,20,
ClassUnknown_29,0x137110,FUN_00537110,trace-new,,1,
ClassUnknown_3,0x9dad0,FUN_0049dad0,trace-new,,1,
ClassUnknown_3,0x9dcb0,FUN_0049dcb0,trace-new,,1,
ClassUnknown_3,0x9dc80,FUN_0049dc80,trace-new,,1,
ClassUnknown_30,0x1390e0,FUN_005390e0,trace-new,,24,
ClassUnknown_30,0x139110,FUN_00539110,trace-new,,19,
ClassUnknown_30,0x1391e0,FUN_005391e0,trace-new,,14,
ClassUnknown_30,0x136f60,FUN_00536f60,trace-new,,1,
ClassUnknown_31,0x152f20,FUN_00552f20,trace-new,,24,
ClassUnknown_31,0x152fb0,FUN_00552fb0,trace-new,,24,
ClassUnknown_31,0x153810,FUN_00553810,trace-new,,3,
ClassUnknown_32,0x142260,FUN_00542260,trace-new,,1,
ClassUnknown_32,0x142100,FUN_00542100,trace-new,,1,
ClassUnknown_32,0x142fc0,FUN_00542fc0,trace-new,,1,
ClassUnknown_32,0x142eb0,FUN_00542eb0,trace-new,,1,
ClassUnknown_32,0x142e60,FUN_00542e60,trace-new,,1,
ClassUnknown_32,0x1423c0,FUN_005423c0,trace-new,,1,
ClassUnknown_32,0x142160,FUN_00542160,trace-new,,1,
ClassUnknown_32,0x142f10,FUN_00542f10,trace-new,,1,
ClassUnknown_32,0x141d50,FUN_00541d50,trace-new,,1,
ClassUnknown_32,0x142060,FUN_00542060,trace-new,,1,
ClassUnknown_32,0x142120,FUN_00542120,trace-new,,1,
ClassUnknown_32,0x142ed0,FUN_00542ed0,trace-new,,1,
ClassUnknown_33,0x153180,FUN_00553180,trace-new,,24,
ClassUnknown_34,0x148ce0,FUN_00548ce0,trace-new,,24,
ClassUnknown_34,0x1490d0,FUN_005490d0,trace-new,,24,
ClassUnknown_35,0x1557a0,FUN_005557a0,trace-new,,24,
ClassUnknown_35,0x151eb0,FUN_00551eb0,trace-new,,24,
ClassUnknown_36,0x14dd90,FUN_0054dd90,trace-new,,24,
ClassUnknown_37,0x152c50,FUN_00552c50,trace-new,,1,
ClassUnknown_37,0x152ad0,FUN_00552ad0,trace-new,,1,
ClassUnknown_37,0x1528d0,FUN_005528d0,trace-new,,1,
ClassUnknown_37,0x1527d0,FUN_005527d0,trace-new,,1,
ClassUnknown_37,0x152d30,FUN_00552d30,trace-new,,1,
ClassUnknown_37,0x6b2a0,FUN_0046b2a0,trace-new,,1,
ClassUnknown_37,0x1577e0,FUN_005577e0,trace-new,,1,
ClassUnknown_37,0x152720,FUN_00552720,trace-new,,1,
ClassUnknown_38,0x1655c0,FUN_005655c0,trace-new,,24,
ClassUnknown_38,0x165460,FUN_00565460,trace-new,,24,
ClassUnknown_38,0x6b270,FUN_0046b270,trace-new,,2,
ClassUnknown_39,0x168c60,FUN_00568c60,trace-new,,24,
ClassUnknown_39,0x168e50,FUN_00568e50,trace-new,,24,
ClassUnknown_4,0x150180,FUN_00550180,trace-new,,24,
ClassUnknown_4,0x1501a0,FUN_005501a0,trace-new,,24,
ClassUnknown_4,0x1503c0,FUN_005503c0,trace-new,,24,
ClassUnknown_4,0x150190,FUN_00550190,trace-new,,24,
ClassUnknown_40,0x168d00,FUN_00568d00,trace-new,,24,
ClassUnknown_41,0x168ee0,FUN_00568ee0,trace-new,,24,
ClassUnknown_41,0x165dd0,FUN_00565dd0,trace-new,,24,
ClassUnknown_41,0x168fb0,FUN_00568fb0,trace-new,,24,
ClassUnknown_42,0xe2df0,FUN_004e2df0,trace-new,,24,
ClassUnknown_42,0xe32e0,FUN_004e32e0,trace-new,,24,
ClassUnknown_43,0x148840,FUN_00548840,trace-new,,24,
ClassUnknown_43,0x142360,FUN_00542360,trace-new,,24,
ClassUnknown_43,0x13e4d0,FUN_0053e4d0,trace-new,,24,
ClassUnknown_43,0x13edb0,FUN_0053edb0,trace-new,,6,
ClassUnknown_43,0x13f910,FUN_0053f910,trace-new,,4,
ClassUnknown_43,0x144350,FUN_00544350,trace-new,,4,
ClassUnknown_43,0x144640,FUN_00544640,trace-new,,4,
ClassUnknown_44,0x158680,FUN_00558680,trace-new,,24,
ClassUnknown_44,0x1587c0,FUN_005587c0,trace-new,,24,
ClassUnknown_45,0x1832f0,FUN_005832f0,trace-new,,24,
ClassUnknown_45,0x183250,FUN_00583250,trace-new,,24,
ClassUnknown_45,0x1833a0,FUN_005833a0,trace-new,,24,
ClassUnknown_45,0x1833c0,FUN_005833c0,trace-new,,24,
ClassUnknown_45,0x183990,FUN_00583990,trace-new,,18,
ClassUnknown_45,0x1839d0,FUN_005839d0,trace-new,,18,
ClassUnknown_45,0x183ad0,FUN_00583ad0,trace-new,,18,
ClassUnknown_45,0x183dd0,FUN_00583dd0,trace-new,,18,
ClassUnknown_45,0x183460,FUN_00583460,trace-new,,16,
ClassUnknown_45,0x1832d0,FUN_005832d0,trace-new,,14,
ClassUnknown_45,0x183430,FUN_00583430,trace-new,,12,
ClassUnknown_45,0x1835a0,FUN_005835a0,trace-new,,12,
ClassUnknown_45,0x1840a0,FUN_005840a0,trace-new,,12,
ClassUnknown_45,0x184100,FUN_00584100,trace-new,,12,
ClassUnknown_45,0x184070,FUN_00584070,trace-new,,12,
ClassUnknown_45,0x1844d0,FUN_005844d0,trace-new,,5,
ClassUnknown_45,0x184150,FUN_00584150,trace-new,,5,
ClassUnknown_45,0x183d10,FUN_00583d10,trace-new,,5,
ClassUnknown_45,0x1843f0,FUN_005843f0,trace-new,,2,
ClassUnknown_45,0x183c50,FUN_00583c50,trace-new,,2,
ClassUnknown_45,0x183b30,FUN_00583b30,trace-new,,1,
ClassUnknown_45,0x183b60,FUN_00583b60,trace-new,,1,
ClassUnknown_46,0x185460,FUN_00585460,trace-new,,24,
ClassUnknown_46,0x184690,FUN_00584690,trace-new,,24,
ClassUnknown_46,0x185510,FUN_00585510,trace-new,,24,
ClassUnknown_46,0x184730,FUN_00584730,trace-new,,24,
ClassUnknown_46,0x185700,FUN_00585700,trace-new,,24,
ClassUnknown_46,0x1856d0,FUN_005856d0,trace-new,,22,
ClassUnknown_46,0x185580,FUN_00585580,trace-new,,22,
ClassUnknown_46,0x1845b0,FUN_005845b0,trace-new,,17,
ClassUnknown_46,0x184630,FUN_00584630,trace-new,,12,
ClassUnknown_46,0x1855f0,FUN_005855f0,trace-new,,6,
ClassUnknown_46,0x184610,FUN_00584610,trace-new,,5,
ClassUnknown_47,0x17e880,FUN_0057e880,trace-new,,13,
ClassUnknown_47,0x17e7b0,FUN_0057e7b0,trace-new,,13,
ClassUnknown_47,0xf9280,FUN_004f9280,trace-new,,2,
ClassUnknown_48,0x17d9c0,FUN_0057d9c0,trace-new,,1,
ClassUnknown_48,0x17e170,FUN_0057e170,trace-new,,1,
ClassUnknown_48,0x17d910,FUN_0057d910,trace-new,,1,
ClassUnknown_48,0x17d9a0,FUN_0057d9a0,trace-new,,1,
ClassUnknown_48,0x17e1d0,FUN_0057e1d0,trace-new,,1,
ClassUnknown_49,0x182940,FUN_00582940,trace-new,,24,
ClassUnknown_49,0x182a80,FUN_00582a80,trace-new,,24,
ClassUnknown_5,0x150040,FUN_00550040,trace-new,,1,
ClassUnknown_50,0xd5e80,FUN_004d5e80,trace-new,,24,
ClassUnknown_50,0x153260,FUN_00553260,trace-new,,24,
ClassUnknown_50,0x153790,FUN_00553790,trace-new,,8,
ClassUnknown_51,0x1154b0,FUN_005154b0,trace-new,,1,
ClassUnknown_52,0x17a460,FUN_0057a460,trace-new,,1,
ClassUnknown_52,0x17ac50,FUN_0057ac50,trace-new,,1,
ClassUnknown_52,0x179c30,FUN_00579c30,trace-new,,1,
ClassUnknown_52,0x179d10,FUN_00579d10,trace-new,,1,
ClassUnknown_52,0x17ad10,FUN_0057ad10,trace-new,,1,
ClassUnknown_53,0x29ac0,CRect,trace-new,,1,
ClassUnknown_54,0x135110,FUN_00535110,trace-new,,3,
ClassUnknown_55,0x136fe0,winapi_136fe0_timeGetTime,trace-new,,24,
ClassUnknown_55,0x1370d0,FUN_005370d0,trace-new,,6,
ClassUnknown_55,0x137060,FUN_00537060,trace-new,,1,
ClassUnknown_56,0x8c3b0,FUN_0048c3b0,trace-new,,1,
ClassUnknown_57,0x1590f0,FUN_005590f0,trace-new,,2,
ClassUnknown_57,0x163e20,FUN_00563e20,trace-new,,2,
ClassUnknown_57,0x3a1d0,FUN_0043a1d0,trace-new,,1,
ClassUnknown_57,0x163f40,FUN_00563f40,trace-new,,1,
ClassUnknown_58,0x204e0,FUN_004204e0,trace-new,,6,
ClassUnknown_58,0x20530,FUN_00420530,trace-new,,6,
ClassUnknown_58,0x20510,FUN_00420510,trace-new,,6,
ClassUnknown_58,0x21140,FUN_00421140,trace-new,,1,
ClassUnknown_58,0x20f40,LoadChatBoxSprite,trace-new,,1,
ClassUnknown_59,0xe86e0,FUN_004e86e0,trace-new,,24,
ClassUnknown_59,0xe9600,BuildStatzTabStatusBar,trace-new,,24,
ClassUnknown_59,0xe9850,BuildStatzTabSmallSprite,trace-new,,24,
ClassUnknown_59,0xe6c80,FUN_004e6c80,trace-new,,24,
ClassUnknown_59,0x100700,FUN_00500700,trace-new,,24,
ClassUnknown_59,0x105200,FUN_00505200,trace-new,,24,
ClassUnknown_59,0xe9800,FUN_004e9800,trace-new,,24,
ClassUnknown_59,0x100870,FUN_00500870,trace-new,,24,
ClassUnknown_59,0xe9820,FUN_004e9820,trace-new,,15,
ClassUnknown_59,0xe99c0,FUN_004e99c0,trace-new,,15,
ClassUnknown_59,0xe74f0,FUN_004e74f0,trace-new,,4,
ClassUnknown_6,0x14dcf0,FUN_0054dcf0,trace-new,,1,
ClassUnknown_60,0xebd30,FUN_004ebd30,trace-new,,4,
ClassUnknown_61,0x17b500,FUN_0057b500,trace-new,,3,
ClassUnknown_61,0x120120,FUN_00520120,trace-new,,1,
ClassUnknown_62,0x9a0b0,FUN_0049a0b0,trace-new,,1,
ClassUnknown_62,0x99d40,FUN_00499d40,trace-new,,1,
ClassUnknown_62,0x9b430,FUN_0049b430,trace-new,,1,
ClassUnknown_62,0x99c20,FUN_00499c20,trace-new,,1,
ClassUnknown_63,0x168080,winapi_168080_SetRect,trace-new,,8,
ClassUnknown_63,0x168430,FUN_00568430,trace-new,,8,
ClassUnknown_63,0x168460,FUN_00568460,trace-new,,8,
ClassUnknown_63,0x1688b0,FUN_005688b0,trace-new,,8,
ClassUnknown_63,0x1682f0,FUN_005682f0,trace-new,,8,
ClassUnknown_63,0x1688f0,FUN_005688f0,trace-new,,1,
ClassUnknown_63,0x168340,FUN_00568340,trace-new,,1,
ClassUnknown_63,0x168500,FUN_00568500,trace-new,,1,
ClassUnknown_64,0x1915c0,FUN_005915c0,trace-new,,24,
ClassUnknown_64,0x191a70,FUN_00591a70,trace-new,,24,
ClassUnknown_64,0x1682a0,FUN_005682a0,trace-new,,24,
ClassUnknown_64,0x191800,FUN_00591800,trace-new,,24,
ClassUnknown_64,0x1918c0,FUN_005918c0,trace-new,,3,
ClassUnknown_64,0x191840,FUN_00591840,trace-new,,2,
ClassUnknown_64,0x191890,FUN_00591890,trace-new,,2,
ClassUnknown_65,0x151e20,FUN_00551e20,trace-new,,24,
ClassUnknown_65,0x15b340,FUN_0055b340,trace-new,,24,
ClassUnknown_65,0xaa6e0,FUN_004aa6e0,trace-new,,24,
ClassUnknown_65,0x151da0,FUN_00551da0,trace-new,,24,
ClassUnknown_65,0x164830,FUN_00564830,trace-new,,24,
ClassUnknown_65,0x164960,FUN_00564960,trace-new,,24,
ClassUnknown_65,0x95750,FUN_00495750,trace-new,,5,
ClassUnknown_65,0x95890,FUN_00495890,trace-new,,4,
ClassUnknown_66,0x166d40,FUN_00566d40,trace-new,,24,
ClassUnknown_66,0x161370,FUN_00561370,trace-new,,24,
ClassUnknown_67,0x191ad0,FUN_00591ad0,trace-new,,3,
ClassUnknown_67,0x191b10,FUN_00591b10,trace-new,,3,
ClassUnknown_67,0x191c30,FUN_00591c30,trace-new,,1,
ClassUnknown_68,0xa32c0,FUN_004a32c0,trace-new,,6,
ClassUnknown_68,0xa33e0,FUN_004a33e0,trace-new,,6,
ClassUnknown_68,0xa33a0,FUN_004a33a0,trace-new,,6,
ClassUnknown_68,0xa3c90,FUN_004a3c90,trace-new,,6,
ClassUnknown_68,0xa3360,FUN_004a3360,trace-new,,6,
ClassUnknown_68,0xa3dc0,FUN_004a3dc0,trace-new,,3,
ClassUnknown_68,0xa4840,FUN_004a4840,trace-new,,2,
ClassUnknown_68,0xa5d90,FUN_004a5d90,trace-new,,1,
ClassUnknown_68,0xa5310,FUN_004a5310,trace-new,,1,
ClassUnknown_68,0xa7260,FUN_004a7260,trace-new,,1,
ClassUnknown_68,0xa95d0,FUN_004a95d0,trace-new,,1,
ClassUnknown_68,0xa3460,FUN_004a3460,trace-new,,1,
ClassUnknown_68,0xa3820,FUN_004a3820,trace-new,,1,
ClassUnknown_68,0xa3b50,FUN_004a3b50,trace-new,,1,
ClassUnknown_68,0xa9500,FUN_004a9500,trace-new,,1,
ClassUnknown_68,0xa9480,FUN_004a9480,trace-new,,1,
ClassUnknown_68,0xa9660,FUN_004a9660,trace-new,,1,
ClassUnknown_68,0xa9550,FUN_004a9550,trace-new,,1,
ClassUnknown_69,0x15b2c0,FUN_0055b2c0,trace-new,,24,
ClassUnknown_69,0x1504d0,FUN_005504d0,trace-new,,24,
ClassUnknown_69,0x58b60,FUN_00458b60,trace-new,,24,
ClassUnknown_69,0x10d150,FUN_0050d150,trace-new,,11,
ClassUnknown_7,0xfca10,FUN_004fca10,trace-new,,1,
ClassUnknown_7,0xfcc90,FUN_004fcc90,trace-new,,1,
ClassUnknown_7,0xfcb90,FUN_004fcb90,trace-new,,1,
ClassUnknown_7,0xfc9c0,FUN_004fc9c0,trace-new,,1,
ClassUnknown_7,0xfd330,FUN_004fd330,trace-new,,1,
ClassUnknown_7,0xfd3f0,FUN_004fd3f0,trace-new,,1,
ClassUnknown_7,0xfcc50,FUN_004fcc50,trace-new,,1,
ClassUnknown_7,0xfcad0,FUN_004fcad0,trace-new,,1,
ClassUnknown_7,0xfced0,FUN_004fced0,trace-new,,1,
ClassUnknown_7,0xfcd70,FUN_004fcd70,trace-new,,1,
ClassUnknown_7,0xfcb50,FUN_004fcb50,trace-new,,1,
ClassUnknown_7,0xfcbc0,FUN_004fcbc0,trace-new,,1,
ClassUnknown_7,0xfcc10,FUN_004fcc10,trace-new,,1,
ClassUnknown_7,0xfccb0,FUN_004fccb0,trace-new,,1,
ClassUnknown_70,0x15b2b0,FUN_0055b2b0,trace-new,,24,
ClassUnknown_71,0x15b270,FUN_0055b270,trace-new,,24,
ClassUnknown_72,0x15b300,FUN_0055b300,trace-new,,24,
ClassUnknown_72,0x3d670,FUN_0043d670,trace-new,,2,
ClassUnknown_72,0x7db20,FUN_0047db20,trace-new,,2,
ClassUnknown_72,0x7dda0,FUN_0047dda0,trace-new,,2,
ClassUnknown_73,0x15b730,FUN_0055b730,trace-new,,24,
ClassUnknown_74,0x16e360,FUN_0056e360,trace-new,,1,
ClassUnknown_75,0xa9cc0,FUN_004a9cc0,trace-new,,5,
ClassUnknown_76,0xaa5a0,FUN_004aa5a0,trace-new,,3,
ClassUnknown_77,0x136d0,FUN_004136d0,trace-new,,24,
ClassUnknown_77,0x58bc0,FUN_00458bc0,trace-new,,24,
ClassUnknown_77,0x58ca0,FUN_00458ca0,trace-new,,24,
ClassUnknown_77,0x16ecd0,FUN_0056ecd0,trace-new,,24,
ClassUnknown_78,0x16df40,FUN_0056df40,trace-new,,24,
ClassUnknown_78,0x8750,FUN_00408750,trace-new,,24,
ClassUnknown_78,0x310f0,FUN_004310f0,trace-new,,1,
ClassUnknown_78,0x16da80,FUN_0056da80,trace-new,,1,
ClassUnknown_78,0x312a0,FUN_004312a0,trace-new,,1,
ClassUnknown_79,0x153b20,winapi_153b20_CopyRect,trace-new,,1,
ClassUnknown_8,0x382c0,FUN_004382c0,trace-new,,1,
ClassUnknown_8,0x383b0,FUN_004383b0,trace-new,,1,
ClassUnknown_8,0x38340,FUN_00438340,trace-new,,1,
ClassUnknown_8,0x386b0,FUN_004386b0,trace-new,,1,
ClassUnknown_8,0x385e0,FUN_004385e0,trace-new,,1,
ClassUnknown_80,0x153ff0,winapi_153ff0_CopyRect,trace-new,,7,
ClassUnknown_81,0xb790,FUN_0040b790,trace-new,,24,
ClassUnknown_81,0xc200,FUN_0040c200,trace-new,,18,
ClassUnknown_81,0xc090,FUN_0040c090,trace-new,,2,
ClassUnknown_82,0x115520,FUN_00515520,trace-new,,2,
ClassUnknown_83,0x29a30,FUN_00429a30,trace-new,,6,
ClassUnknown_84,0x9a260,FUN_0049a260,trace-new,,24,
ClassUnknown_85,0x139ae0,FUN_00539ae0,trace-new,,9,
ClassUnknown_85,0x139af0,FUN_00539af0,trace-new,,4,
ClassUnknown_86,0x1497f0,FUN_005497f0,trace-new,,13,
ClassUnknown_86,0x14a200,FUN_0054a200,trace-new,,13,
ClassUnknown_87,0x1525c0,FUN_005525c0,trace-new,,24,
ClassUnknown_87,0x152480,FUN_00552480,trace-new,,2,
ClassUnknown_87,0x152520,FUN_00552520,trace-new,,2,
ClassUnknown_88,0x311b0,FUN_004311b0,trace-new,,1,
ClassUnknown_89,0x14c9f0,FUN_0054c9f0,trace-new,,1,
ClassUnknown_9,0x239d0,FUN_004239d0,trace-new,,1,
ClassUnknown_9,0x23bc0,FUN_00423bc0,trace-new,,1,
ClassUnknown_9,0x23a10,FUN_00423a10,trace-new,,1,
ClassUnknown_9,0x23c30,FUN_00423c30,trace-new,,1,
ClassUnknown_9,0x23d10,FUN_00423d10,trace-new,,1,
ClassUnknown_9,0x23ca0,FUN_00423ca0,trace-new,,1,
ClassUnknown_9,0x24890,FUN_00424890,trace-new,,1,
ClassUnknown_9,0x24a90,FUN_00424a90,trace-new,,1,
ClassUnknown_9,0x85bd0,FUN_00485bd0,trace-new,,1,
ClassUnknown_9,0x239f0,FUN_004239f0,trace-new,,1,
ClassUnknown_9,0x23c00,FUN_00423c00,trace-new,,1,
ClassUnknown_90,0x1d38a1,FUN_005d38a1,trace-new,,1,
ClassUnknown_91,0x1d496b,FUN_005d496b,trace-new,,1,
ClassUnknown_92,0xe3c60,FUN_004e3c60,trace-new,,4,
ClassUnknown_93,0xd170,FUN_0040d170,trace-new,,2,
ClassUnknown_94,0x157850,FUN_00557850,trace-new,,2,
ClassUnknown_94,0x157a50,FUN_00557a50,trace-new,,2,
ClassUnknown_94,0x165e30,FUN_00565e30,trace-new,,2,
ClassUnknown_94,0x165e60,FUN_00565e60,trace-new,,2,
ClassUnknown_94,0x165ef0,FUN_00565ef0,trace-new,,2,
ClassUnknown_94,0x157980,FUN_00557980,trace-new,,2,
ClassUnknown_94,0x157a40,FUN_00557a40,trace-new,,2,
ClassUnknown_94,0x165f50,FUN_00565f50,trace-new,,1,
ClassUnknown_95,0x8c00,FUN_00408c00,trace-new,,24,
ClassUnknown_96,0x3c8f0,FUN_0043c8f0,trace-new,,13,
ClassUnknown_97,0x58ee0,FUN_00458ee0,trace-new,,24,
ClassUnknown_98,0x56da0,FUN_00456da0,trace-new,,24,
ClassUnknown_99,0x46850,FUN_00446850,trace-new,,3,
