category	rva	size	status	raw_name	normalized_name	api_evidence
winapi	0x139650	50	tracked	?GetRegistryKey@RegistryHelper@Utils@@QAEHPAXPADPAPAX@Z	?GetRegistryKey@RegistryHelper@Utils@@QAEHPAUHKEY__@@PADPAPAU3@@Z	RegCreateKeyExA
winapi	0x13cf20	143	tracked	?CreateAndShow@CGameWnd@@QAEHPAUCGameWndCreateParams@@PAX@Z	?CreateAndShow@CGameWnd@@QAEHPAUCGameWndCreateParams@@PAX@Z	CreateWindowExA;ShowWindow
winapi	0x13cfb0	57	tracked	?Destroy@CGameWnd@@QAEXXZ	?Destroy@CGameWnd@@QAEXXZ	DestroyWindow;IsWindow
winapi	0x13cff0	860	tracked	?GameWindowProc@CGameApp@@SGJPAXIIJ@Z	?GameWindowProc@CGameApp@@SGJPAUHWND__@@IIJ@Z	DefWindowProcA
winapi	0x13d490	41	tracked	?QuitMessageLoop@CGameWnd@@UAEHXZ	?QuitMessageLoop@CGameWnd@@UAEHXZ	PostQuitMessage
winapi	0x13d4c0	30	greenfield	FUN_0053d4c0	FUN_0053d4c0	DestroyWindow
winapi	0x13d5d0	467	tracked	?VirtualUnknownMethod02@CGameApp@@UAEHPAUGameInfo@@PAUtagWNDCLASSA@@PAUtagCREATESTRUCTA@@@Z	?VirtualUnknownMethod02@CGameApp@@UAEHPAUGameInfo@@PAUtagWNDCLASSA@@PAUtagCREATESTRUCTA@@@Z	RegisterClassA
winapi	0x13d8c0	66	tracked	?CloseResources@CGameApp@@UAEXXZ	?CloseResources@CGameApp@@UAEXXZ	DestroyAcceleratorTable
winapi	0x13d910	159	tracked	?RunMessageLoop@CGameApp@@UAEHXZ	?RunMessageLoop@CGameApp@@UAEHXZ	TranslateAcceleratorA
winapi	0x13d9b0	160	tracked	?InitializeDefaultWindowClass@CGameApp@@UAEXXZ	?InitializeDefaultWindowClass@CGameApp@@UAEXXZ	GetStockObject;LoadCursorA;LoadIconA
winapi	0x13da50	267	tracked	?InitializeDefaultCreateStruct@CGameApp@@UAEXXZ	?InitializeDefaultCreateStruct@CGameApp@@UAEXXZ	LoadMenuA
winapi	0x13dc20	73	tracked	?InitializeAccelerators@CGameApp@@UAEHPBD@Z	?InitializeAccelerators@CGameApp@@UAEHPBD@Z	DestroyAcceleratorTable;LoadAcceleratorsA
winapi	0x13dcb0	87	tracked	?ReportError@CGameApp@@UAEXIJ@Z	?ReportError@CGameApp@@UAEXIJ@Z	PostMessageA
winapi	0x13de70	38	tracked	?InitTimeFields@CGameMgr@WAP32@@QAEXH@Z	?InitTimeFields@CGameMgr@WAP32@@QAEXH@Z	timeGetTime
winapi	0x13dea0	24	tracked	?UnknownMethodInitializeTimeGlobal@CGameMgr@WAP32@@QAEXXZ	?UnknownMethodInitializeTimeGlobal@CGameMgr@WAP32@@QAEXXZ	timeGetTime
winapi	0x13f460	730	greenfield	FUN_0053f460	FUN_0053f460	CopyRect
winapi	0x141400	2101	tracked	?GetErrorString@CDirectDrawMgr@@SAXPADHJ@Z	?GetErrorString@CDirectDrawMgr@@SAXPADHJ@Z	MessageBeep;MessageBoxA
directx	0x141dc0	548	tracked	?Stub_141dc0@CDirectDrawMgr@@QAEXXZ	?CreateDevice@CDirectDrawMgr@@QAEHPAX0HHHK@Z	DirectDrawCreate;DirectDrawEnumerateA
winapi	0x144270	210	greenfield	FUN_00544270	FUN_00544270	FindResourceA;LoadResource;LockResource
winapi	0x1479e0	187	greenfield	FUN_005479e0	FUN_005479e0	FindResourceA;LoadResource;LockResource
winapi	0x147f30	190	greenfield	FUN_00547f30	FUN_00547f30	timeGetTime
winapi	0x147ff0	169	greenfield	FUN_00547ff0	FUN_00547ff0	timeGetTime
winapi	0x1480a0	423	greenfield	FUN_005480a0	FUN_005480a0	timeGetTime
winapi	0x1485b0	354	greenfield	FUN_005485b0	FUN_005485b0	CreateDCA;DeleteDC;GetSystemPaletteEntries
winapi	0x1538c0	599	greenfield	FUN_005538c0	FUN_005538c0	CopyRect
winapi	0x153b20	624	greenfield	FUN_00553b20	FUN_00553b20	CopyRect
winapi	0x153d90	601	greenfield	FUN_00553d90	FUN_00553d90	CopyRect
winapi	0x153ff0	640	greenfield	FUN_00553ff0	FUN_00553ff0	CopyRect
winapi	0x154270	599	greenfield	FUN_00554270	FUN_00554270	CopyRect
winapi	0x1544d0	629	greenfield	FUN_005544d0	FUN_005544d0	CopyRect
winapi	0x154750	629	greenfield	FUN_00554750	FUN_00554750	CopyRect
winapi	0x159a70	512	tracked	?Stub_159a70@CDDrawChildGroup@@QAEXXZ	?Stub_159a70@CDDrawChildGroup@@QAEXXZ	timeGetTime
winapi	0x15cbe0	70	greenfield	FUN_0055cbe0	FUN_0055cbe0	timeGetTime
winapi	0x161e80	121	greenfield	FUN_00561e80	FUN_00561e80	CopyRect
winapi	0x164380	152	greenfield	FUN_00564380	FUN_00564380	DrawTextA;SetBkMode;SetTextColor
winapi	0x164420	121	greenfield	FUN_00564420	FUN_00564420	DrawTextA;SetBkMode;SetTextColor
directx-wrapper-caller	0x1644a0	411	greenfield	FUN_005644a0	FUN_005644a0	calls 0x141dc0 (DirectDrawCreate;DirectDrawEnumerateA)
winapi	0x168080	502	greenfield	FUN_00568080	FUN_00568080	SetRect
winapi	0x16c9c0	12	greenfield	FUN_0056c9c0	FUN_0056c9c0	InitializeCriticalSection
winapi	0x16c9d0	12	greenfield	FUN_0056c9d0	FUN_0056c9d0	DeleteCriticalSection
winapi	0x16c9e0	12	greenfield	FUN_0056c9e0	FUN_0056c9e0	EnterCriticalSection
winapi	0x16c9f0	12	greenfield	FUN_0056c9f0	FUN_0056c9f0	LeaveCriticalSection
winapi	0x174fe0	254	greenfield	FUN_00574fe0	FUN_00574fe0	GetDC;ReleaseDC;SelectPalette
winapi	0x1750e0	259	greenfield	FUN_005750e0	FUN_005750e0	GetDC;ReleaseDC;SelectPalette
winapi	0x1751f0	249	greenfield	FUN_005751f0	FUN_005751f0	GetDC;ReleaseDC;SelectPalette
winapi	0x1752f0	252	greenfield	FUN_005752f0	FUN_005752f0	GetDC;ReleaseDC;SelectPalette
winapi	0x1753f0	244	greenfield	FUN_005753f0	FUN_005753f0	GetDC;ReleaseDC;SelectPalette
winapi	0x1757c0	367	greenfield	FUN_005757c0	?DecodeBmpHeader@CImage@@QAEHPAXHHH0@Z	CreateDIBSection
winapi	0x175c90	69	greenfield	FUN_00575c90	FUN_00575c90	DeleteObject
winapi	0x1767d0	100	tracked	FUN_005767d0	?LoadDefault@CImage@@QAEHPADPAX1@Z	FindResourceA;LoadResource;LockResource
winapi	0x176df0	113	greenfield	FUN_00576df0	FUN_00576df0	CreatePalette
winapi	0x177070	34	greenfield	FUN_00577070	FUN_00577070	DeleteObject
winapi	0x1770a0	58	greenfield	FUN_005770a0	FUN_005770a0	CreateICA;DeleteDC;GetDeviceCaps
winapi	0x1770e0	124	greenfield	FUN_005770e0	FUN_005770e0	CreateDCA;DeleteDC;GetSystemPaletteEntries
winapi	0x177160	129	greenfield	FUN_00577160	FUN_00577160	CreatePalette;DeleteObject;GetDC;RealizePalette;ReleaseDC
winapi	0x1775f0	98	greenfield	FUN_005775f0	FUN_005775f0	FindResourceA;LoadResource;LockResource
winapi	0x1776a0	2561	tracked	?ReportError@CNetMgr@@SAXPADHJPAX@Z	?ReportError@CNetMgr@@SAXPADHJPAX@Z	MessageBeep;MessageBoxA
directx	0x1780b0	187	tracked	?Stub_1780b0@CNetMgr@@QAEXXZ	?Stub_1780b0@CNetMgr@@QAEXXZ	DPLAYX.#1
directx	0x178280	67	tracked	?Stub_178280@CNetMgr@@QAEXXZ	?Stub_178280@CNetMgr@@QAEXXZ	DPLAYX.#2
directx	0x1782d0	134	tracked	?Stub_1782d0@CNetMgr@@QAEXXZ	?Stub_1782d0@CNetMgr@@QAEXXZ	DPLAYX.#1
winapi	0x178470	286	greenfield	FUN_00578470	FUN_00578470	SendMessageA
winapi	0x179e70	1516	greenfield	FUN_00579e70	FUN_00579e70	IntersectRect
directx	0x17c040	605	tracked	?Stub_17c040@CDirectDrawMgr@@QAEXXZ	?Init@CDDPageMgr@@QAEHPAXPAUDDModeInfo@@K@Z	DirectDrawCreate
winapi	0x17c040	605	tracked	?Stub_17c040@CDirectDrawMgr@@QAEXXZ	?Init@CDDPageMgr@@QAEHPAXPAUDDModeInfo@@K@Z	ShowCursor
directx-wrapper-caller	0x17c2a0	334	greenfield	FUN_0057c2a0	FUN_0057c2a0	calls 0x17c040 (DirectDrawCreate)
winapi	0x17c3f0	287	greenfield	FUN_0057c3f0	FUN_0057c3f0	ShowCursor
winapi	0x17c510	94	greenfield	FUN_0057c510	FUN_0057c510	ShowCursor
thirdparty	0x17c570	192	greenfield	FUN_0057c570	FUN_0057c570	_SmackOpen@12;_SmackSoundUseDirectSound@4
thirdparty	0x17c630	192	greenfield	FUN_0057c630	FUN_0057c630	_SmackOpen@12;_SmackSoundUseDirectSound@4
thirdparty	0x17c790	330	greenfield	FUN_0057c790	FUN_0057c790	_SmackWait@4
winapi	0x17c790	330	greenfield	FUN_0057c790	FUN_0057c790	DispatchMessageA;PeekMessageA;TranslateMessage
thirdparty	0x17c8e0	202	greenfield	FUN_0057c8e0	FUN_0057c8e0	_SmackGoto@8;_SmackWait@4
thirdparty	0x17c9b0	91	greenfield	FUN_0057c9b0	FUN_0057c9b0	_SmackClose@4
thirdparty	0x17caa0	315	greenfield	FUN_0057caa0	FUN_0057caa0	_SmackDoFrame@4;_SmackNextFrame@4;_SmackToBuffer@28
winapi	0x17cd90	88	greenfield	FUN_0057cd90	FUN_0057cd90	GetDC;GetSystemPaletteEntries;ReleaseDC
winapi	0x17e620	315	greenfield	FUN_0057e620	FUN_0057e620	GetTickCount
winapi	0x17fe00	301	greenfield	FUN_0057fe00	FUN_0057fe00	timeGetTime
winapi	0x1804a0	386	greenfield	FUN_005804a0	FUN_005804a0	PtInRect
winapi	0x182ab0	123	greenfield	FUN_00582ab0	FUN_00582ab0	CopyRect
winapi	0x18c780	831	tracked	?Stub_18c780@EngineLabelBacklog@@YAXXZ	?Stub_18c780@EngineLabelBacklog@@YAXXZ	FileTimeToLocalFileTime;FileTimeToSystemTime;FindClose;FindFirstFileA;GetDriveTypeA;GetLastError
winapi	0x18d290	153	named-untracked	__chdir	__chdir	GetCurrentDirectoryA;GetLastError;SetCurrentDirectoryA;SetEnvironmentVariableA
winapi	0x18d330	383	named-untracked	__strupr	__strupr	InterlockedDecrement;InterlockedIncrement
winapi	0x18e070	202	named-untracked	__fullpath	__fullpath	GetFullPathNameA;GetLastError
winapi	0x18e140	67	named-untracked	__getdrive	__getdrive	GetCurrentDirectoryA
winapi	0x18e190	128	named-untracked	__chdrive	__chdrive	GetLastError;SetCurrentDirectoryA
winapi	0x193900	75	named-untracked	__access	__access	GetFileAttributesA;GetLastError
winapi	0x1b2a4f	678	named-untracked	?FormatV@CString@@IAEXPBDPAD@Z	?FormatV@CString@@IAEXPBDPAD@Z	lstrlenA
winapi	0x1b2d51	76	named-untracked	?FormatMessageA@CString@@QAAXPBDZZ	?FormatMessageA@CString@@QAAXPBDZZ	FormatMessageA;LocalFree
winapi	0x1b2d9d	131	named-untracked	?FormatMessageA@CString@@QAAXIZZ	?FormatMessageA@CString@@QAAXIZZ	FormatMessageA;LocalFree
winapi	0x1b3065	76	named-untracked	??0CTime@@QAE@ABU_FILETIME@@H@Z	??0CTime@@QAE@ABU_FILETIME@@H@Z	FileTimeToLocalFileTime;FileTimeToSystemTime
winapi	0x1b346a	67	named-untracked	?GetErrorMessage@CSimpleException@@UAEHPADIPAI@Z	?GetErrorMessage@CSimpleException@@UAEHPADIPAI@Z	lstrcpynA
winapi	0x1b9ba3	55	named-untracked	??0CString@@QAE@ABV0@@Z	??0CString@@QAE@ABV0@@Z	InterlockedIncrement
winapi	0x1b9c14	50	named-untracked	?Release@CString@@IAEXXZ	?Release@CString@@IAEXXZ	InterlockedDecrement
winapi	0x1b9c46	35	named-untracked	?Release@CString@@KGXPAUCStringData@@@Z	?Release@CString@@KGXPAUCStringData@@@Z	InterlockedDecrement
winapi	0x1b9cde	41	named-untracked	??1CString@@QAE@XZ	??1CString@@QAE@XZ	InterlockedDecrement
winapi	0x1b9d4c	94	named-untracked	??0CString@@QAE@PBD@Z	??0CString@@QAE@PBD@Z	lstrlenA
winapi	0x1b9e25	79	named-untracked	??4CString@@QAEABV0@ABV0@@Z	??4CString@@QAEABV0@ABV0@@Z	InterlockedIncrement
winapi	0x1b9e74	39	named-untracked	??4CString@@QAEABV0@PBD@Z	??4CString@@QAEABV0@PBD@Z	lstrlenA
winapi	0x1b9f81	116	named-untracked	??H@YG?AVCString@@ABV0@PBD@Z	??H@YG?AVCString@@ABV0@PBD@Z	lstrlenA
winapi	0x1b9ff5	116	named-untracked	??H@YG?AVCString@@PBDABV0@@Z	??H@YG?AVCString@@PBDABV0@@Z	lstrlenA
winapi	0x1ba0c8	39	named-untracked	??4CString@@QAEABV0@PBD@Z	??4CString@@QAEABV0@PBD@Z	lstrlenA
winapi	0x1ba16b	40	named-untracked	?ReleaseBuffer@CString@@QAEXH@Z	?ReleaseBuffer@CString@@QAEXH@Z	lstrlenA
winapi	0x1ba29b	20	named-untracked	?CharToOemA@CString@@QAEXXZ	?CharToOemA@CString@@QAEXXZ	CharToOemA
winapi	0x1ba2af	20	named-untracked	?CharToOemA@CString@@QAEXXZ	?CharToOemA@CString@@QAEXXZ	OemToCharA
winapi	0x1ba2c3	54	named-untracked	?_wcstombsz@@YAHPADPBGI@Z	?_wcstombsz@@YAHPADPBGI@Z	WideCharToMultiByte
winapi	0x1ba2f9	53	named-untracked	?_mbstowcsz@@YAHPAGPBDI@Z	?_mbstowcsz@@YAHPAGPBDI@Z	MultiByteToWideChar
winapi	0x1ba32e	41	named-untracked	?AfxA2WHelper@@YGPAGPAGPBDH@Z	?AfxA2WHelper@@YGPAGPAGPBDH@Z	MultiByteToWideChar
winapi	0x1ba3c1	153	named-untracked	?PreTranslateMessage@CDialog@@UAEHPAUtagMSG@@@Z	?PreTranslateMessage@CDialog@@UAEHPAUtagMSG@@@Z	GetDlgItem;GetWindowLongA;IsWindowEnabled;SendMessageA
winapi	0x1ba45a	133	named-untracked	?OnCmdMsg@CDialog@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z	?OnCmdMsg@CDialog@@UAEHIHPAXPAUAFX_CMDHANDLERINFO@@@Z	GetParent
winapi	0x1ba55b	80	named-untracked	?Create@CDialog@@QAEHPBDPAVCWnd@@@Z	?Create@CDialog@@QAEHPBDPAVCWnd@@@Z	FindResourceA;LoadResource
winapi	0x1ba5bd	35	named-untracked	?CreateIndirect@CDialog@@IAEHPAXPAVCWnd@@PAUHINSTANCE__@@@Z	?CreateIndirect@CDialog@@IAEHPAXPAVCWnd@@PAUHINSTANCE__@@@Z	LockResource
winapi	0x1ba621	68	named-untracked	?CreateDlg@CWnd@@IAEHPBDPAV1@@Z	?CreateDlg@CWnd@@IAEHPBDPAV1@@Z	FindResourceA;LoadResource;LockResource
winapi	0x1ba677	392	greenfield	FUN_005ba677	FUN_005ba677	CreateDialogIndirectParamA;GetSystemMetrics;GlobalLock
winapi	0x1ba819	124	greenfield	FUN_005ba819	FUN_005ba819	DestroyWindow;GlobalFree;GlobalUnlock
winapi	0x1ba994	62	named-untracked	?PostModal@CDialog@@IAEXXZ	?PostModal@CDialog@@IAEXXZ	EnableWindow;IsWindow
winapi	0x1ba9d2	256	greenfield	FUN_005ba9d2	FUN_005ba9d2	EnableWindow;FindResourceA;IsWindowEnabled;LoadResource;LockResource
winapi	0x1baaef	72	greenfield	FUN_005baaef	FUN_005baaef	EnableWindow;GetActiveWindow;SetActiveWindow
winapi	0x1bab37	35	named-untracked	?EndDialog@CDialog@@QAEXH@Z	?EndDialog@CDialog@@QAEXH@Z	EndDialog
winapi	0x1bab7f	136	named-untracked	?HandleInitDialog@CDialog@@IAEJIJ@Z	?HandleInitDialog@CDialog@@IAEJIJ@Z	GetNextDlgTabItem
winapi	0x1bace4	124	named-untracked	?CheckAutoCenter@CDialog@@UAEHXZ	?CheckAutoCenter@CDialog@@UAEHXZ	FindResourceA;LoadResource;LockResource
winapi	0x1baf63	81	named-untracked	?_AfxModifyStyle@@YGHPAUHWND__@@HKKI@Z	?_AfxModifyStyle@@YGHPAUHWND__@@HKKI@Z	GetWindowLongA;SetWindowLongA;SetWindowPos
winapi	0x1bb0be	35	named-untracked	?_AfxPreInitDialog@@YGXPAVCWnd@@PAUtagRECT@@PAK@Z	?_AfxPreInitDialog@@YGXPAVCWnd@@PAUtagRECT@@PAK@Z	GetWindowRect
winapi	0x1bb0e1	121	named-untracked	?_AfxPostInitDialog@@YGXPAVCWnd@@ABUtagRECT@@K@Z	?_AfxPostInitDialog@@YGXPAVCWnd@@ABUtagRECT@@K@Z	GetWindow;GetWindowRect
winapi	0x1bb15a	53	named-untracked	?GetCurrentMessage@CWnd@@KGPBUtagMSG@@XZ	?GetCurrentMessage@CWnd@@KGPBUtagMSG@@XZ	GetMessagePos;GetMessageTime
winapi	0x1bb31b	273	greenfield	FUN_005bb31b	FUN_005bb31b	CallWindowProcA;GetPropA;RemovePropA;SetWindowLongA
winapi	0x1bb468	97	named-untracked	?_AfxHandleActivate@@YGXPAVCWnd@@I0@Z	?_AfxHandleActivate@@YGXPAVCWnd@@I0@Z	SendMessageA
winapi	0x1bb4c9	120	named-untracked	?_AfxHandleSetCursor@@YGHPAVCWnd@@II@Z	?_AfxHandleSetCursor@@YGHPAVCWnd@@II@Z	GetForegroundWindow;GetLastActivePopup;SetForegroundWindow
winapi	0x1bb5bd	483	named-untracked	?_AfxCbtFilterHook@@YGJHIJ@Z	?_AfxCbtFilterHook@@YGJHIJ@Z	CallNextHookEx;GetClassLongA;GetPropA;GetWindowLongA;GlobalGetAtomNameA;SetPropA;SetWindowLongA;UnhookWindowsHookEx
winapi	0x1bb7a0	76	named-untracked	?AfxHookWindowCreate@@YGXPAVCWnd@@@Z	?AfxHookWindowCreate@@YGXPAVCWnd@@@Z	GetCurrentThreadId;SetWindowsHookExA
winapi	0x1bb7ec	66	named-untracked	?AfxUnhookWindowCreate@@YGHXZ	?AfxUnhookWindowCreate@@YGHXZ	UnhookWindowsHookEx
winapi	0x1bb875	198	named-untracked	?CreateEx@CWnd@@QAEHKPBD0KHHHHPAUHWND__@@PAUHMENU__@@PAX@Z	?CreateEx@CWnd@@QAEHKPBD0KHHHHPAUHWND__@@PAUHMENU__@@PAX@Z	CreateWindowExA
winapi	0x1bba53	279	named-untracked	?OnNcDestroy@CWnd@@IAEXXZ	?OnNcDestroy@CWnd@@IAEXXZ	SendMessageA;SetWindowLongA
winapi	0x1bbb7c	77	named-untracked	?DestroyWindow@CWnd@@UAEHXZ	?DestroyWindow@CWnd@@UAEHXZ	DestroyWindow
winapi	0x1bbbc9	71	named-untracked	?DefWindowProcA@CWnd@@MAEJIIJ@Z	?DefWindowProcA@CWnd@@MAEJIIJ@Z	CallWindowProcA;DefWindowProcA
winapi	0x1bbc33	93	named-untracked	?CancelToolTips@CWnd@@SGXH@Z	?CancelToolTips@CWnd@@SGXH@Z	GetKeyState;SendMessageA
winapi	0x1bbc90	113	named-untracked	?OnToolHitTest@CWnd@@UBEHVCPoint@@PAUtagTOOLINFOA@@@Z	?OnToolHitTest@CWnd@@UBEHVCPoint@@PAUtagTOOLINFOA@@@Z	GetDlgCtrlID;SendMessageA
winapi	0x1bbd01	72	named-untracked	?GetWindowTextA@CWnd@@QBEXAAVCString@@@Z	?GetWindowTextA@CWnd@@QBEXAAVCString@@@Z	GetWindowTextA;GetWindowTextLengthA
winapi	0x1bbd49	112	named-untracked	?GetDlgItemTextA@CWnd@@QBEHHAAVCString@@@Z	?GetDlgItemTextA@CWnd@@QBEHHAAVCString@@@Z	GetDlgItem;GetWindowTextA;GetWindowTextLengthA
winapi	0x1bbec4	84	named-untracked	?TrackPopupMenu@CMenu@@QAEHIHHPAVCWnd@@PBUtagRECT@@@Z	?TrackPopupMenu@CMenu@@QAEHIHHPAVCWnd@@PBUtagRECT@@@Z	TrackPopupMenu
winapi	0x1bbf18	121	named-untracked	?OnMeasureItem@CWnd@@IAEXHPAUtagMEASUREITEMSTRUCT@@@Z	?OnMeasureItem@CWnd@@IAEXHPAUtagMEASUREITEMSTRUCT@@@Z	GetMenu
winapi	0x1bbf91	99	named-untracked	?FindPopupMenuFromID@@YAPAVCMenu@@PAV1@I@Z	?FindPopupMenuFromID@@YAPAVCMenu@@PAV1@I@Z	GetMenuItemCount;GetMenuItemID;GetSubMenu
winapi	0x1bbff4	147	greenfield	FUN_005bbff4	FUN_005bbff4	GetClassInfoA;RegisterClassA
winapi	0x1bc09d	180	named-untracked	?AfxRegisterWndClass@@YGPBDIPAUHICON__@@PAUHBRUSH__@@0@Z	?AfxRegisterWndClass@@YGPBDIPAUHICON__@@PAUHBRUSH__@@0@Z	GetClassInfoA;wsprintfA
winapi	0x1bc18d	226	named-untracked	?WinHelpA@CWnd@@UAEXKI@Z	?WinHelpA@CWnd@@UAEXKI@Z	GetCapture;WinHelpA
winapi	0x1bc30e	1198	named-untracked	?OnWndMsg@CWnd@@MAEHIIJPAJ@Z	?OnWndMsg@CWnd@@MAEHIIJPAJ@Z	GetVersion
winapi	0x1bc93f	122	named-untracked	?OnNotify@CWnd@@MAEHIJPAJ@Z	?OnNotify@CWnd@@MAEHIJPAJ@Z	GetDlgCtrlID
winapi	0x1bc9fd	69	named-untracked	AfxGetParentOwner	AfxGetParentOwner	GetParent;GetWindow;GetWindowLongA
winapi	0x1bcaa1	71	named-untracked	?GetParentOwner@CWnd@@QBEPAV1@XZ	?GetParentOwner@CWnd@@QBEPAV1@XZ	GetParent
winapi	0x1bcae8	52	named-untracked	?IsTopParentActive@CWnd@@QBEHXZ	?IsTopParentActive@CWnd@@QBEHXZ	GetForegroundWindow;GetLastActivePopup
winapi	0x1bcb1c	61	named-untracked	ActivateTopParent	ActivateTopParent	GetForegroundWindow;IsChild;SetForegroundWindow
winapi	0x1bcb9d	160	named-untracked	?GetSafeOwner@CWnd@@SGPAV1@PAV1@PAPAUHWND__@@@Z	?GetSafeOwner@CWnd@@SGPAV1@PAV1@PAPAUHWND__@@@Z	EnableWindow;GetLastActivePopup;GetWindowLongA;IsWindowEnabled
winapi	0x1bcc3d	121	named-untracked	?GetDescendantWindow@CWnd@@SGPAV1@PAUHWND__@@HH@Z	?GetDescendantWindow@CWnd@@SGPAV1@PAUHWND__@@HH@Z	GetDlgItem;GetWindow
winapi	0x1bccb6	125	named-untracked	?SendMessageToDescendants@CWnd@@SGXPAUHWND__@@IIJHH@Z	?SendMessageToDescendants@CWnd@@SGXPAUHWND__@@IIJHH@Z	GetWindow;SendMessageA
winapi	0x1bcd38	48	named-untracked	?SetScrollPos@CWnd@@QAEHHHH@Z	?SetScrollPos@CWnd@@QAEHHHH@Z	SetScrollPos
winapi	0x1bcd68	40	named-untracked	?GetScrollPos@CWnd@@QBEHH@Z	?GetScrollPos@CWnd@@QBEHH@Z	GetScrollPos
winapi	0x1bcd90	51	named-untracked	?SetScrollRange@CWnd@@QAEXHHHH@Z	?SetScrollRange@CWnd@@QAEXHHHH@Z	SetScrollRange
winapi	0x1bcdc3	48	named-untracked	?SetScrollPos@CWnd@@QAEHHHH@Z	?SetScrollPos@CWnd@@QAEHHHH@Z	GetScrollRange
winapi	0x1bcdf3	67	named-untracked	?EnableScrollBarCtrl@CWnd@@QAEXHH@Z	?EnableScrollBarCtrl@CWnd@@QAEXHH@Z	ShowScrollBar
winapi	0x1bce36	77	named-untracked	?SetScrollInfo@CWnd@@QAEHHPAUtagSCROLLINFO@@H@Z	?SetScrollInfo@CWnd@@QAEHHPAUtagSCROLLINFO@@H@Z	SetScrollInfo
winapi	0x1bce83	77	named-untracked	?GetScrollInfo@CWnd@@QAEHHPAUtagSCROLLINFO@@I@Z	?GetScrollInfo@CWnd@@QAEHHPAUtagSCROLLINFO@@I@Z	GetScrollInfo
winapi	0x1bcf14	189	named-untracked	?ScrollWindow@CWnd@@QAEXHHPBUtagRECT@@0@Z	?ScrollWindow@CWnd@@QAEXHHPBUtagRECT@@0@Z	GetWindow;GetWindowRect;IsWindowVisible;ScrollWindow;SetWindowPos
winapi	0x1bcfd1	314	named-untracked	?RepositionBars@CWnd@@QAEXIIIIPAUtagRECT@@PBU2@H@Z	?RepositionBars@CWnd@@QAEXIIIIPAUtagRECT@@PBU2@H@Z	BeginDeferWindowPos;CopyRect;EndDeferWindowPos;GetClientRect;GetDlgCtrlID;GetTopWindow;GetWindow;SendMessageA
winapi	0x1bd10b	154	named-untracked	?AfxRepositionWindow@@YGXPAUAFX_SIZEPARENTPARAMS@@PAUHWND__@@PBUtagRECT@@@Z	?AfxRepositionWindow@@YGXPAUAFX_SIZEPARENTPARAMS@@PAUHWND__@@PBUtagRECT@@@Z	DeferWindowPos;EqualRect;GetParent;GetWindowRect;SetWindowPos
winapi	0x1bd1a5	43	named-untracked	?CalcWindowRect@CWnd@@UAEXPAUtagRECT@@I@Z	?CalcWindowRect@CWnd@@UAEXPAUtagRECT@@I@Z	AdjustWindowRectEx
winapi	0x1bd1d0	186	named-untracked	?HandleFloatingSysCommand@CWnd@@QAEHIJ@Z	?HandleFloatingSysCommand@CWnd@@QAEHIJ@Z	GetFocus;SendMessageA;SetFocus
winapi	0x1bd28a	66	named-untracked	?WalkPreTranslateTree@CWnd@@SGHPAUHWND__@@PAUtagMSG@@@Z	?WalkPreTranslateTree@CWnd@@SGHPAUHWND__@@PAUtagMSG@@@Z	GetParent
winapi	0x1bd2f9	164	named-untracked	?ReflectLastMsg@CWnd@@KGHPAUHWND__@@PAJ@Z	?ReflectLastMsg@CWnd@@KGHPAUHWND__@@PAJ@Z	GetParent
winapi	0x1bd39d	91	named-untracked	?OnChildNotify@CWnd@@MAEHIIJPAJ@Z	?OnChildNotify@CWnd@@MAEHIIJPAJ@Z	SendMessageA
winapi	0x1bd6bc	100	named-untracked	?OnHelpInfo@CWnd@@IAEHPAUtagHELPINFO@@@Z	?OnHelpInfo@CWnd@@IAEHPAUtagHELPINFO@@@Z	SendMessageA
winapi	0x1bd7d9	74	named-untracked	?OnEnterIdle@CWnd@@IAEXIPAV1@@Z	?OnEnterIdle@CWnd@@IAEXIPAV1@@Z	DispatchMessageA
winapi	0x1bd8ad	117	named-untracked	?GrayCtlColor@CWnd@@SGHPAUHDC__@@PAUHWND__@@IPAUHBRUSH__@@K@Z	?GrayCtlColor@CWnd@@SGHPAUHDC__@@PAUHWND__@@IPAUHBRUSH__@@K@Z	GetObjectA;GetSysColor;SetBkColor;SetTextColor
winapi	0x1bd9e3	378	named-untracked	?CenterWindow@CWnd@@QAEXPAV1@@Z	?CenterWindow@CWnd@@QAEXPAV1@@Z	GetWindow;GetWindowLongA;GetWindowRect;MapWindowPoints;SendMessageA;SystemParametersInfoA
winapi	0x1bdb61	80	named-untracked	?ExecuteDlgInit@CWnd@@QAEHPBD@Z	?ExecuteDlgInit@CWnd@@QAEHPBD@Z	FindResourceA;LoadResource;LockResource
winapi	0x1bdbb1	138	named-untracked	?ExecuteDlgInit@CWnd@@QAEHPAX@Z	?ExecuteDlgInit@CWnd@@QAEHPAX@Z	SendDlgItemMessageA
winapi	0x1bdc3b	261	named-untracked	?UpdateDialogControls@CWnd@@QAEXPAVCCmdTarget@@H@Z	?UpdateDialogControls@CWnd@@QAEXPAVCCmdTarget@@H@Z	GetDlgCtrlID;GetTopWindow;GetWindow;SendMessageA
winapi	0x1bdd70	351	named-untracked	?RunModalLoop@CWnd@@QAEHK@Z	?RunModalLoop@CWnd@@QAEHK@Z	GetParent;PeekMessageA;UpdateWindow
