rva,unit,opt,size,name
0xde28e,mss32.dll,,0x6,_AIL_set_sample_loop_count@8
0xde294,mss32.dll,,0x6,_AIL_set_sample_playback_rate@8
0xde29a,mss32.dll,,0x6,_AIL_set_sample_type@12
0xde2a0,mss32.dll,,0x6,_AIL_init_sample@4
0xde2a6,mss32.dll,,0x6,_AIL_serve@0
0xde2ac,mss32.dll,,0x6,_AIL_midiOutOpen@12
0xde2b2,mss32.dll,,0x6,_AIL_midiOutClose@4
0xde2b8,mss32.dll,,0x6,_AIL_release_sequence_handle@4
0xde2be,mss32.dll,,0x6,_AIL_stop_sequence@4
0xde2c4,mss32.dll,,0x6,_AIL_sequence_status@4
0xde2ca,mss32.dll,,0x6,_AIL_resume_sequence@4
0xde2d0,mss32.dll,,0x6,_AIL_set_sequence_loop_count@8
0xde2d6,mss32.dll,,0x6,_AIL_start_sequence@4
0xde2dc,mss32.dll,,0x6,_AIL_set_XMIDI_master_volume@8
0xde2e2,mss32.dll,,0x6,_AIL_init_sequence@12
0xde2e8,mss32.dll,,0x6,_AIL_allocate_sequence_handle@4
0xde2ee,wing32.def,,0x6,_WinGCreateBitmap@12
0xde2f4,wing32.def,,0x6,_WinGCreateDC@0
0xde2fa,wing32.def,,0x6,_WinGRecommendDIBFormat@4
0xde300,wing32.def,,0x6,_WinGSetDIBColorTable@16
0xde306,wing32.def,,0x6,_WinGStretchBlt@40
0xde30c,wing32.def,,0x6,_WinGBitBlt@32
0xde312,NETAPI32.dll,,0x6,_Netbios@4
0xde320,memcpy,,0x14e,_memcpy
0xde470,sprintf,,0x67,_sprintf
0xde4e0,strlen,,0x77,_strlen
0xde560,strcat,,0x7,_strcpy
0xde568,strcat,,0xe0,_strcat
0xde650,memset,,0x58,_memset
0xde6b0,new,,0x10,??2@YAPAXI@Z
0xde6c0,ftol,,0x27,__ftol
0xde6f0,abs,,0xa,_abs
0xde700,fpinit,,0x17,__fpmath
0xde720,fpinit,,0x1,__fpclear
0xde730,fpinit,,0x38,__cfltcvt_init
0xde770,fpinit,,0x10,___setfflag
0xde780,adj_fdiv,,0x117,_fdiv_main_routine
0xde897,adj_fdiv,,0x49f,__adj_fdiv_r
0xded36,adj_fdiv,,0x13,__fdivp_sti_st
0xded49,adj_fdiv,,0x13,__fdivrp_sti_st
0xded5c,adj_fdiv,,0x4c,__adj_fdiv_m32
0xdeda8,adj_fdiv,,0x4c,__adj_fdiv_m64
0xdedf4,adj_fdiv,,0x34,__adj_fdiv_m16i
0xdee28,adj_fdiv,,0x34,__adj_fdiv_m32i
0xdee5c,adj_fdiv,,0x4c,__adj_fdivr_m32
0xdeea8,adj_fdiv,,0x4c,__adj_fdivr_m64
0xdeef4,adj_fdiv,,0x34,__adj_fdivr_m16i
0xdef28,adj_fdiv,,0x34,__adj_fdivr_m32i
0xdef5c,adj_fdiv,,0x15,__safe_fdiv
0xdef71,adj_fdiv,,0x15,__safe_fdivr
0xdef86,adj_fdiv,,0x206,__fprem_common
0xdf18c,adj_fdiv,,0xb2,__adj_fprem
0xdf23e,adj_fdiv,,0x206,__fprem1_common
0xdf444,adj_fdiv,,0xb5,__adj_fprem1
0xdf4f9,adj_fdiv,,0x6,__safe_fprem
0xdf4ff,adj_fdiv,,0x6,__safe_fprem1
0xdf505,adj_fdiv,,0x3,__adj_fpatan
0xdf508,adj_fdiv,,0x3,__adj_fptan
0xdf510,delete,,0xe,??3@YAXPAX@Z
0xdf520,strncmp,,0x38,_strncmp
0xdf560,strncpy,,0x24,_strncpy
0xdf590,memmove,,0x14e,_memmove
0xdf6e0,atox,,0xa4,_atol
0xdf790,atox,,0xe,_atoi
0xdf7a0,rand,,0xd,_srand
0xdf7b0,rand,,0x2f,_rand
0xdf7e0,strupr,,0x10b,__strupr
0xdf8f0,87ctriga,,0xa,_asin
0xdf8fa,87ctriga,,0x7,_acos
0xdf901,87ctriga,,0x7,_atan
0xdf908,87ctriga,,0xa,_atan2
0xdf912,87ctriga,,0xa,__CIasin
0xdf91c,87ctriga,,0x7,__CIacos
0xdf923,87ctriga,,0x7,__CIatan
0xdf92a,87ctriga,,0xa,__CIatan2
0xdf940,87csqrt,,0xa,_sqrt
0xdf94a,87csqrt,,0xa,__CIsqrt
0xdf960,87ctrig,,0xa,_sin
0xdf96a,87ctrig,,0x7,_cos
0xdf971,87ctrig,,0x7,_tan
0xdf978,87ctrig,,0xa,__CIsin
0xdf982,87ctrig,,0x7,__CIcos
0xdf989,87ctrig,,0x7,__CItan
0xdf990,onexit,,0x8c,__onexit
0xdfa20,onexit,,0x13,_atexit
0xdfa40,onexit,,0x36,___onexitinit
0xdfa80,87ctran,,0xa,_pow
0xdfa8a,87ctran,,0xa,_log
0xdfa94,87ctran,,0x7,_log10
0xdfa9b,87ctran,,0x7,_exp
0xdfaa2,87ctran,,0xa,__CIpow
0xdfaac,87ctran,,0xa,__CIlog
0xdfab6,87ctran,,0x7,__CIlog10
0xdfabd,87ctran,,0x7,__CIexp
0xdfad0,toupper,,0x8,__toupper
0xdfae0,toupper,,0x44,_toupper
0xdfb30,toupper,,0xe5,__toupper_lk
0xdfc20,crt0dat,,0x30,__cinit
0xdfc50,crt0dat,,0x12,_exit
0xdfc70,crt0dat,,0x12,__exit
0xdfc90,crt0dat,,0xf,__cexit
0xdfca0,crt0dat,,0x9d,__c_exit
0xdfd40,crt0dat,,0xb,__lockexit
0xdfd50,crt0dat,,0x30,__unlockexit
0xdfd80,strcmp,,0x84,_strcmp
0xdfe10,free,,0x18,_free
0xdfe30,strerror,,0x6b,_strerror
0xdfea0,dosmap,,0x73,__dosmaperr
0xdff20,dosmap,,0x9,__errno
0xdff30,dosmap,,0x9,___doserrno
0xdff40,memcmp,,0x1f,_memcmp
0xdff60,wincrt0,,0x199,_WinMainCRTStartup
0xe0100,wincrt0,,0x2a,__amsg_exit
0xe0130,write,,0x78,__write
0xe0130,write,,0x78,_write
0xe01b0,write,,0x1fb,__write_lk
0xe03b0,read,,0x78,__read
0xe03b0,read,,0x78,_read
0xe0430,read,,0x22c,__read_lk
0xe0660,close,,0x6e,__close
0xe0660,close,,0x6e,_close
0xe06d0,close,,0x89,__close_lk
0xe0760,open,,0x1a,__open
0xe0760,open,,0x1a,_open
0xe0780,open,,0x45d,__sopen
0xe0be0,strnicmp,,0xc7,__strnicmp
0xe0be0,strnicmp,,0xc7,_strnicmp
0xe0cb0,stricmp,,0xa2,__strcmpi
0xe0cb0,stricmp,,0xa2,__stricmp
0xe0cb0,stricmp,,0xa2,_strcmpi
0xe0cb0,stricmp,,0xa2,_stricmp
0xe0d60,malloc,,0x14,_malloc
0xe0d80,malloc,,0x40,__nh_malloc
0xe0dc0,malloc,,0x15,__heap_alloc
0xe0de0,fclose,,0x3f,_fclose
0xe0e20,fclose,,0x5f,__fclose_lk
0xe0e80,fputs,,0x64,_fputs
0xe0ef0,fopen,,0x3a,__fsopen
0xe0f30,fopen,,0x15,_fopen
0xe0f50,fread,,0x37,_fread
0xe0f90,fread,,0x146,__fread_lk
0xe10e0,lseek,,0x78,__lseek
0xe10e0,lseek,,0x78,_lseek
0xe1160,lseek,,0x82,__lseek_lk
0xe11f0,chdir,,0xa4,__chdir
0xe12a0,fseek,,0x32,_fseek
0xe12e0,fseek,,0x9a,__fseek_lk
0xe1380,ftell,,0x28,_ftell
0xe13b0,ftell,,0x1a1,__ftell_lk
0xe1560,purevirt,,0xb,__purecall
0xe1570,fputc,,0x49,_fputc
0xe15c0,fputc,,0x13,_putc
0xe15e0,fgetc,,0x3c,_fgetc
0xe1620,fgetc,,0xe,_getc
0xe1630,fflush,,0x39,_fflush
0xe1670,fflush,,0x3c,__fflush_lk
0xe16b0,fflush,,0x64,__flush
0xe1720,fflush,,0xc9,__flushall
0xe17f0,ungetc,,0x2d,_ungetc
0xe1820,ungetc,,0x88,__ungetc_lk
0xe18b0,perror,,0xa8,_perror
0xe1960,unlink,,0x30,_remove
0xe1990,unlink,,0xe,__unlink
0xe19a0,_flsbuf,,0x14d,__flsbuf
0xe1af0,output,,0xaf0,__output
0xe25e0,fp8,,0x13,__setdefaultprecision
0xe2600,testfdiv,,0x4f,__ms_p5_test_fdiv
0xe2650,testfdiv,,0x116,__ms_p5_mp_test_fdiv
0xe2770,cvt,,0x65,__forcdecpt
0xe27e0,cvt,,0x59,__cropzeros
0xe2840,cvt,,0x17,__positive
0xe2860,cvt,,0x4c,__fassign
0xe28b0,cvt,,0x164,__cftoe
0xe2a20,cvt,,0x12e,__cftof
0xe2b50,cvt,,0xab,__cftog
0xe2c00,cvt,,0x9b,__cfltcvt
0xe2ca0,isctype,,0x91,__isctype
0xe2d40,tidtable,,0x60,__mtinit
0xe2da0,tidtable,,0x21,__mtterm
0xe2dd0,tidtable,,0x13,__initptd
0xe2df0,tidtable,,0x6f,__getptd
0xe2e60,tidtable,,0xa1,__freeptd
0xe2f10,tidtable,,0x6,___threadid
0xe2f20,tidtable,,0x6,___threadhandle
0xe2f30,mlock,,0x2a,__mtinitlocks
0xe2f60,mlock,,0x64,__mtdeletelocks
0xe2fd0,mlock,,0x68,__lock
0xe3040,mlock,,0x17,__unlock
0xe3060,mlock,,0x36,__lock_file
0xe30a0,mlock,,0x28,__lock_file2
0xe30d0,mlock,,0x36,__unlock_file
0xe3110,mlock,,0x28,__unlock_file2
0xe3140,mlock,,0x1d,__lockerr_exit
0xe3160,aw_map,,0x243,___crtLCMapStringW
0xe33b0,aw_map,,0x27c,___crtLCMapStringA
0xe362c,87triga,,0x50,__fFATN2
0xe367c,87triga,,0x36,__rtpiby2
0xe36c0,87cdisp,,0x3e,__cintrindisp2
0xe36fe,87cdisp,,0x3d,__cintrindisp1
0xe373b,87cdisp,,0x180,__ctrandisp2
0xe38bb,87cdisp,,0x33,__ctrandisp1
0xe38ee,87cdisp,,0x5d,__fload
0xe3950,87trig,,0xa,__fFCOS
0xe395a,87trig,,0x21,__fFSIN
0xe3980,realloc,,0x6f,_realloc
0xe39f0,msize,,0x31,__msize
0xe3a21,87tran,,0x67,__fFEXP
0xe3a88,87tran,,0x2,__rtinfpopse
0xe3a8a,87tran,,0x10,__rtinfnpopse
0xe3a9a,87tran,,0xb5,__fFLN
0xe3b4f,87tran,,0x2,__rtinfpop
0xe3b51,87tran,,0x1d,__rtinfnpop
0xe3b6e,87tran,,0xa9,__ffexpm1
0xe3c20,heapinit,,0x15,__heap_init
0xe3c40,heapinit,,0xd,__heap_term
0xe3c50,exsup,,0x42,__global_unwind2
0xe3c92,exsup,,0x58,__local_unwind2
0xe3cea,exsup,,0x10,__NLG_Return2
0xe3cfa,exsup,,0x23,__abnormal_termination
0xe3d1d,exsup,,0x9,__NLG_Notify1
0xe3d26,exsup,,0x13,__NLG_Notify
0xe3d39,exsup,,0x5,__NLG_Dispatch
0xe3d40,winxfltr,,0x17f,__XcptFilter
0xe3ec0,ismbbyte,,0x12,__ismbbkalnum
0xe3ee0,ismbbyte,,0x12,__ismbbkprint
0xe3f00,ismbbyte,,0x12,__ismbbkpunct
0xe3f20,ismbbyte,,0x15,__ismbbalnum
0xe3f40,ismbbyte,,0x15,__ismbbalpha
0xe3f60,ismbbyte,,0x15,__ismbbgraph
0xe3f80,ismbbyte,,0x15,__ismbbprint
0xe3fa0,ismbbyte,,0x12,__ismbbpunct
0xe3fc0,ismbbyte,,0x12,__ismbblead
0xe3fe0,ismbbyte,,0x12,__ismbbtrail
0xe4000,ismbbyte,,0x6a,__ismbbkana
0xe4070,stdenvp,,0xdb,__setenvp
0xe4150,stdargv,,0x272,__setargv
0xe43d0,aw_env,,0x1fd,___crtGetEnvironmentStringsW
0xe45d0,aw_env,,0x19b,___crtGetEnvironmentStringsA
0xe4770,mbctype,,0x30c,__setmbcp
0xe4a80,mbctype,,0x6,__getmbcp
0xe4a90,mbctype,,0xb,___initmbctable
0xe4aa0,ioinit,,0x1db,__ioinit
0xe4c80,ioinit,,0x60,__ioterm
0xe4ce0,exsup3,,0xbd,__except_handler3
0xe4d9d,exsup3,,0x1b,__seh_longjmp_unwind@4
0xe4dc0,crt0msg,,0x3d,__FF_MSGBANNER
0xe4e00,crt0msg,,0x1ee,__NMSG_WRITE
0xe4ff0,crt0msg,,0x34,__GET_RTERRMSG
0xe5030,osfinfo,,0x146,__alloc_osfhnd
0xe5180,osfinfo,,0xa4,__set_osfhnd
0xe5230,osfinfo,,0x91,__free_osfhnd
0xe52d0,osfinfo,,0x4a,__get_osfhandle
0xe5320,osfinfo,,0xb4,__open_osfhandle
0xe53e0,osfinfo,,0x61,__lock_fhandle
0xe5450,osfinfo,,0x28,__unlock_fhandle
0xe5480,chsize,,0x68,__chsize
0xe54f0,chsize,,0x132,__chsize_lk
0xe5630,tolower,,0x8,__tolower
0xe5640,tolower,,0x44,_tolower
0xe5690,tolower,,0xe5,__tolower_lk
0xe5780,handler,,0x28,?_set_new_handler@@YAP6AHI@ZP6AHI@Z@Z
0xe57b0,handler,,0x6,?_query_new_handler@@YAP6AHI@ZXZ
0xe57c0,handler,,0x28,?set_new_handler@@YAP6AXXZP6AXXZ@Z
0xe57f0,handler,,0x3e,__callnewh
0xe5830,_freebuf,,0x39,__freebuf
0xe5870,_sftbuf,,0x92,__stbuf
0xe5910,_sftbuf,,0x38,__ftbuf
0xe5950,fwrite,,0x37,_fwrite
0xe5990,fwrite,,0x180,__fwrite_lk
0xe5b10,_open,,0x20e,__openfile
0xe5d20,stream,,0xe1,__getstream
0xe5e10,_filbuf,,0xf5,__filbuf
0xe5f10,mbtoupr,,0x8d,__mbctoupper
0xe5fa0,commit,,0xa2,__commit
0xe6050,_file,,0xc7,___initstdio
0xe6120,_file,,0x14,___endstdio
0xe6140,_getbuf,,0x4b,__getbuf
0xe6190,isatty,,0x30,__isatty
0xe61c0,wctomb,,0x2e,_wctomb
0xe61f0,wctomb,,0x94,__wctomb_lk
0xe6290,ulldiv,,0x68,__aulldiv
0xe6300,ullrem,,0x75,__aullrem
0xe6380,ieee87,,0x16,__statusfp
0xe63a0,ieee87,,0x17,__clearfp
0xe63c0,ieee87,,0x3f,__control87
0xe6400,ieee87,,0x18,__controlfp
0xe6420,ieee87,,0x1bc,__fpreset
0xe65e0,crt0fp,,0xb,__fptrap
0xe65f0,intrncvt,,0x64,__ZeroTail
0xe6660,intrncvt,,0x63,__IncMan
0xe66d0,intrncvt,,0xac,__RoundMan
0xe6780,intrncvt,,0x1d,__CopyMan
0xe67a0,intrncvt,,0xf,__FillZeroMan
0xe67b0,intrncvt,,0x1d,__IsZeroMan
0xe67d0,intrncvt,,0xad,__ShrMan
0xe6880,intrncvt,,0x1cb,__ld12cvt
0xe6a50,intrncvt,,0x18,__ld12tod
0xe6a70,intrncvt,,0x18,__ld12tof
0xe6a90,intrncvt,,0x81,__ld12told
0xe6b20,intrncvt,,0x35,__atodbl
0xe6b60,intrncvt,,0x35,__atoldbl
0xe6ba0,intrncvt,,0x35,__atoflt
0xe6be0,_fptostr,,0x81,__fptostr
0xe6c70,cfout,,0x81,__fltout2
0xe6d00,cfout,,0xbb,___dtold
0xe6dc0,aw_str,,0x1b4,___crtGetStringTypeW
0xe6f80,aw_str,,0x123,___crtGetStringTypeA
0xe70b0,calloc,,0x52,_calloc
0xe7110,87disp,,0x67,__trandisp1
0xe7177,87disp,,0x8c,__trandisp2
0xe7203,87disp,,0x5,__rttospopde
0xe7208,87disp,,0x2,__rttospop
0xe720a,87disp,,0x2,__rtnospop
0xe720c,87disp,,0x1,__rttosnpop
0xe720d,87disp,,0x7,__rtnospopde
0xe7214,87disp,,0x2,__rtzeropop
0xe7216,87disp,,0x5,__rtzeronpop
0xe721b,87disp,,0x2,__rtonepop
0xe721d,87disp,,0x5,__rtonenpop
0xe7222,87disp,,0x2b,__tosnan1
0xe724d,87disp,,0x2,__nosnan2
0xe724f,87disp,,0x28,__tosnan2
0xe7277,87disp,,0x3f,__nan2
0xe72b6,87disp,,0x2,__rtindfpop
0xe72b8,87disp,,0x11,__rtindfnpop
0xe72c9,87disp,,0xa,__rttosnpopde
0xe72d3,87disp,,0x7,__rtchsifneg
0xe72e0,87except,,0x120,__87except
0xe7400,powhlp,,0x248,__powhlp
0xe7650,powhlp,,0x7f,__d_inttype
0xe76d0,wcslen,,0x18,_wcslen
0xe76f0,crtmbox,,0x92,___crtMessageBoxA
0xe7790,setmode,,0x68,__setmode
0xe7800,setmode,,0x6c,__setmode_lk
0xe7870,chkstk,,0x2f,__alloca_probe
0xe7870,chkstk,,0x2f,__chkstk
0xe78a0,assert,,0x546,__assert
0xe7df0,closeall,,0x98,__fcloseall
0xe7e90,winsig,,0x263,_signal
0xe8100,winsig,,0x211,_raise
0xe8320,winsig,,0x9,___fpecode
0xe8330,winsig,,0x9,___pxcptinfoptrs
0xe8340,mantold,,0x23,___addl
0xe8370,mantold,,0x66,___add_12
0xe83e0,mantold,,0x3e,___shl_12
0xe8420,mantold,,0x36,___shr_12
0xe8460,mantold,,0xe8,___mtold12
0xe8550,strgtold,,0x74f,___strgtold12
0xe8ca0,strgtold,,0x49,___STRINGTOLD
0xe8cf0,x10fout,,0x39b,_$I10_OUTPUT
0xe9090,fpexcept,,0x50,__handle_qnan1
0xe90e0,fpexcept,,0x70,__handle_qnan2
0xe9150,fpexcept,,0xbb,__except1
0xe9210,fpexcept,,0xe8,__except2
0xe9300,fpexcept,,0x36c,__raise_exc
0xe9670,fpexcept,,0x2c0,__handle_exc
0xe9930,fpexcept,,0xae,__umatherr
0xe99e0,fpexcept,,0x56,__set_errno
0xe9a40,fpexcept,,0x32,__errcode
0xe9a80,matherr,,0x3,__matherr
0xe9a90,fpctrl,,0x11,__statfp
0xe9ab0,fpctrl,,0x12,__clrfp
0xe9ad0,fpctrl,,0x34,__ctrlfp
0xe9b10,fpctrl,,0x5b,__set_statfp
0xe9b70,util,,0x39,__set_exp
0xe9bb0,util,,0x15,__get_exp
0xe9bd0,util,,0x2e,__add_exp
0xe9c00,util,,0x34,__set_bexp
0xe9c40,util,,0x63,__sptype
0xe9cb0,util,,0xee,__decomp
0xe9da0,frnd,,0x15,__frnd
0xe9dc0,ieeemisc,,0x28,__copysign
0xe9df0,ieeemisc,,0x20,__chgsign
0xe9e10,ieeemisc,,0x18,__scalb
0xe9e30,ieeemisc,,0x117,__logb
0xe9f50,ieeemisc,,0x305,__nextafter
0xea260,ieeemisc,,0x15,__finite
0xea280,ieeemisc,,0x2f,__isnan
0xea2b0,ieeemisc,,0xa2,__fpclass
0xea360,abort,,0x1f,_abort
0xea380,fprintf,,0x49,_fprintf
0xea3d0,setvbuf,,0xcc,_setvbuf
0xea4a0,strncat,,0x31,_strncat
0xea4e0,xtoa,,0xa0,__itoa
0xea580,xtoa,,0x2f,__ltoa
0xea5b0,xtoa,,0x1e,__ultoa
0xea5d0,tenpow,,0x2a6,___ld12mul
0xea880,tenpow,,0x7b,___multtenpow12
0xea900,ldexp,,0x275,_ldexp
0xeab76,WINMM.dll,,0x6,_mciSendStringA@16
0xeab7c,WINMM.dll,,0x6,_mciGetErrorStringA@12
0xeab82,WINMM.dll,,0x6,_auxSetVolume@8
0xeab88,WINMM.dll,,0x6,_waveOutGetDevCapsA@12
0xeab8e,WINMM.dll,,0x6,_waveOutGetNumDevs@0
0xeab94,KERNEL32.dll,,0x6,_OutputDebugStringA@4
0xeab9a,KERNEL32.dll,,0x6,_GetDriveTypeA@4
0xeaba0,KERNEL32.dll,,0x6,_lstrlenA@4
0xeaba6,KERNEL32.dll,,0x6,_GetLogicalDrives@0
0xeabac,KERNEL32.dll,,0x6,_ExitProcess@4
0xeabb2,KERNEL32.dll,,0x6,_HeapFree@12
0xeabb8,KERNEL32.dll,,0x6,_GetModuleHandleA@4
0xeabbe,KERNEL32.dll,,0x6,_GetStartupInfoA@4
0xeabc4,KERNEL32.dll,,0x6,_GetCommandLineA@0
0xeabca,KERNEL32.dll,,0x6,_GetVersion@0
0xeabd0,KERNEL32.dll,,0x6,_GetFileType@4
0xeabd6,KERNEL32.dll,,0x6,_HeapAlloc@12
0xeabdc,KERNEL32.dll,,0x6,_SetFilePointer@16
0xeabe2,KERNEL32.dll,,0x6,_SetEnvironmentVariableA@8
0xeabe8,KERNEL32.dll,,0x6,_GetCurrentDirectoryA@8
0xeabee,KERNEL32.dll,,0x6,_SetCurrentDirectoryA@4
0xeabf4,KERNEL32.dll,,0x6,_DeleteFileA@4
0xeabfa,KERNEL32.dll,,0x6,_GetCurrentThreadId@0
0xeac00,KERNEL32.dll,,0x6,_TlsSetValue@8
0xeac06,KERNEL32.dll,,0x6,_TlsAlloc@0
0xeac0c,KERNEL32.dll,,0x6,_TlsFree@4
0xeac12,KERNEL32.dll,,0x6,_SetLastError@4
0xeac18,KERNEL32.dll,,0x6,_TlsGetValue@4
0xeac1e,KERNEL32.dll,,0x6,_GetCurrentThread@0
0xeac24,KERNEL32.dll,,0x6,_FatalAppExitA@8
0xeac2a,KERNEL32.dll,,0x6,_MultiByteToWideChar@24
0xeac30,KERNEL32.dll,,0x6,_LCMapStringA@24
0xeac36,KERNEL32.dll,,0x6,_WideCharToMultiByte@32
0xeac3c,KERNEL32.dll,,0x6,_LCMapStringW@24
0xeac42,KERNEL32.dll,,0x6,_HeapReAlloc@16
0xeac48,KERNEL32.dll,,0x6,_HeapSize@12
0xeac4e,KERNEL32.dll,,0x6,_HeapCreate@12
0xeac54,KERNEL32.dll,,0x6,_HeapDestroy@4
0xeac5a,KERNEL32.dll,,0x6,_RtlUnwind@16
0xeac60,KERNEL32.dll,,0x6,_UnhandledExceptionFilter@4
0xeac66,KERNEL32.dll,,0x6,_GetModuleFileNameA@12
0xeac6c,KERNEL32.dll,,0x6,_FreeEnvironmentStringsA@4
0xeac72,KERNEL32.dll,,0x6,_GetEnvironmentStrings@0
0xeac78,KERNEL32.dll,,0x6,_FreeEnvironmentStringsW@4
0xeac7e,KERNEL32.dll,,0x6,_GetEnvironmentStringsW@0
0xeac84,KERNEL32.dll,,0x6,_GetCPInfo@8
0xeac8a,KERNEL32.dll,,0x6,_GetACP@0
0xeac90,KERNEL32.dll,,0x6,_GetOEMCP@0
0xeac96,KERNEL32.dll,,0x6,_SetHandleCount@4
0xeac9c,KERNEL32.dll,,0x6,_GetStdHandle@4
0xeaca2,KERNEL32.dll,,0x6,_SetStdHandle@8
0xeaca8,KERNEL32.dll,,0x6,_SetEndOfFile@4
0xeacae,KERNEL32.dll,,0x6,_FlushFileBuffers@4
0xeacb4,KERNEL32.dll,,0x6,_GetStringTypeA@20
0xeacba,KERNEL32.dll,,0x6,_GetStringTypeW@16
0xeacc0,KERNEL32.dll,,0x6,_SetConsoleCtrlHandler@8
0xeacc6,KERNEL32.dll,,0x6,_RaiseException@16
0xeaccc,USER32.dll,,0x6,_ShowCursor@4
0xeacd2,USER32.dll,,0x6,_DestroyIcon@4
0xeacd8,USER32.dll,,0x6,_CreateIconIndirect@4
0xeacde,USER32.dll,,0x6,_ScreenToClient@8
0xeace4,USER32.dll,,0x6,_GetCursorPos@4
0xeacea,USER32.dll,,0x6,_GetAsyncKeyState@4
0xeacf0,USER32.dll,,0x6,_ReleaseCapture@0
0xeacf6,USER32.dll,,0x6,_SetCapture@4
0xeacfc,USER32.dll,,0x6,_UpdateWindow@4
0xead02,GDI32.dll,,0x6,_CreateBitmapIndirect@4
0xead08,ADVAPI32.dll,,0x6,_RegCloseKey@4
0xead0e,ADVAPI32.dll,,0x6,_RegQueryValueExA@24
0xead14,ADVAPI32.dll,,0x6,_RegCreateKeyA@12
0xead1a,ADVAPI32.dll,,0x6,_RegSetValueExA@24
0xead20,ADVAPI32.dll,,0x6,_RegOpenKeyExA@20
0xead30,access,,0x4f,__access
0xead30,access,,0x4f,_access
0xead80,tell,,0x12,__tell
0xead80,tell,,0x12,_tell
0xeada0,strrev,,0x30,__strrev
0xeada0,strrev,,0x30,_strrev
0xeadd0,KERNEL32.dll,,0x6,_GetFileAttributesA@4
